stepId;ReactionNumberId;koNumberIds;ecNumberIds;stochCoeff;compoundId;typeOfCompound;reversibility;taxonomy;reactionX;reactionY;CompoundX;CompoundY;reactionAbbr;compoundAbbr;keyComp
0;alpha-1,3-mannosyl-glycoprotein 2-beta-N-acetylglucosaminyltransferase	 MGAT1 (gene name)	 N-acetylglucosaminyltransferase I	 N-glycosyl-oligosaccharide-glycoprotein N-acetylglucosaminyltransferase I	 uridine diphosphoacetylglucosamine-alpha-1,3-mannosylglycoprotein beta-1,2-N-acetylglucosaminyltransferase	 UDP-N-acetylglucosaminyl:alpha-1,3-D-mannoside-beta-1,2-N-acetylglucosaminyltransferase I	 UDP-N-acetylglucosaminyl:alpha-3-D-mannoside beta-1,2-N-acetylglucosaminyltransferase I	 alpha-1,3-mannosyl-glycoprotein beta-1,2-N-acetylglucosaminyltransferase	 GnTI	 GlcNAc-T I	 UDP-N-acetyl-D-glucosamine:3-(alpha-D-mannosyl)-beta-D-mannosyl-glycoprotein 2-beta-N-acetyl-D-glucosaminyltransferase U00000;;2.4.1.101;;;;irreversible;;0;0;;;alpha-1,3-mannosyl-glycoprotein 2-beta-N-acetylglucosaminyltransferase;;true
