stepId;ReactionNumberId;koNumberIds;ecNumberIds;stochCoeff;compoundId;typeOfCompound;reversibility;taxonomy;reactionX;reactionY;CompoundX;CompoundY;reactionAbbr;compoundAbbr;keyComp
0;glycogen phosphorylase	 muscle phosphorylase a and b	 amylophosphorylase	 polyphosphorylase	 amylopectin phosphorylase	 glucan phosphorylase	 alpha-glucan phosphorylase	 1,4-alpha-glucan phosphorylase	 glucosan phosphorylase	 granulose phosphorylase	 maltodextrin phosphorylase	 muscle phosphorylase	 myophosphorylase	 potato phosphorylase	 starch phosphorylase	 1,4-alpha-D-glucan:phosphate alpha-D-glucosyltransferase	 phosphorylase (ambiguous) U00000;;2.4.1.1;;;;irreversible;;0;0;;;glycogen phosphorylase;;true
