stepId;ReactionNumberId;koNumberIds;ecNumberIds;stochCoeff;compoundId;typeOfCompound;reversibility;taxonomy;reactionX;reactionY;CompoundX;CompoundY;reactionAbbr;compoundAbbr;keyComp
0;glycogen(starch) synthase	 UDP-glucose---glycogen glucosyltransferase	 glycogen (starch) synthetase	 UDP-glucose-glycogen glucosyltransferase	 UDP-glycogen synthase	 UDPG-glycogen synthetase	 UDPG-glycogen transglucosylase	 uridine diphosphoglucose-glycogen glucosyltransferase	 UDP-glucose:glycogen 4-alpha-D-glucosyltransferase U00000;;2.4.1.11;;;;irreversible;;0;0;;;glycogen(starch) synthase;;true
