stepId;ReactionNumberId;koNumberIds;ecNumberIds;stochCoeff;compoundId;typeOfCompound;reversibility;taxonomy;reactionX;reactionY;CompoundX;CompoundY;reactionAbbr;compoundAbbr;keyComp
0;polypeptide N-acetylgalactosaminyltransferase	 protein-UDP acetylgalactosaminyltransferase	 UDP-GalNAc:polypeptide N-acetylgalactosaminyl transferase	 UDP-N-acetylgalactosamine:kappa-casein polypeptide N-acetylgalactosaminyltransferase	 uridine diphosphoacetylgalactosamine-glycoprotein acetylgalactosaminyltransferase	 glycoprotein acetylgalactosaminyltransferase	 polypeptide-N-acetylgalactosamine transferase	 UDP-acetylgalactosamine-glycoprotein acetylgalactosaminyltransferase	 UDP-acetylgalactosamine:peptide-N-galactosaminyltransferase	 UDP-GalNAc:polypeptide N-acetylgalactosaminyltransferase	 UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase	 UDP-N-acetylgalactosamine-glycoprotein N-acetylgalactosaminyltransferase	 UDP-N-acetylgalactosamine-protein N-acetylgalactosaminyltransferase	 UDP-N-acetylgalactosamine:polypeptide N-acetylgalactosaminyltransferase	 UDP-N-acetylgalactosamine:protein N-acetylgalactosaminyl transferase	 ppGalNAc-T	 UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyl-transferase U00000;;2.4.1.41;;;;irreversible;;0;0;;;polypeptide N-acetylgalactosaminyltransferase;;true
