stepId;ReactionNumberId;koNumberIds;ecNumberIds;stochCoeff;compoundId;typeOfCompound;reversibility;taxonomy;reactionX;reactionY;CompoundX;CompoundY;reactionAbbr;compoundAbbr;keyComp
0;alpha-1,3-mannosyl-glycoprotein 4-beta-N-acetylglucosaminyltransferase	 N-acetylglucosaminyltransferase IV	 N-glycosyl-oligosaccharide-glycoprotein N-acetylglucosaminyltransferase IV	 beta-acetylglucosaminyltransferase IV	 uridine diphosphoacetylglucosamine-glycopeptide beta4-acetylglucosaminyltransferase IV	 alpha-1,3-mannosylglycoprotein beta-1,4-N-acetylglucosaminyltransferase	 GnTIV	 UDP-N-acetyl-D-glucosamine:3-[2-(N-acetyl-beta-D-glucosaminyl)-alpha-D-mannosyl]-glycoprotein 4-beta-N-acetyl-D-glucosaminyltransferase U00000;;2.4.1.145;;;;irreversible;;0;0;;;alpha-1,3-mannosyl-glycoprotein 4-beta-N-acetylglucosaminyltransferase;;true
