stepId;ReactionNumberId;koNumberIds;ecNumberIds;stochCoeff;compoundId;typeOfCompound;reversibility;taxonomy;reactionX;reactionY;CompoundX;CompoundY;reactionAbbr;compoundAbbr;keyComp
0;lipopolysaccharide N-acetylglucosaminyltransferase	 UDP-N-acetylglucosamine-lipopolysaccharide N-acetylglucosaminyltransferase	 uridine diphosphoacetylglucosamine-lipopolysaccharide acetylglucosaminyltransferase	 UDP-N-acetyl-D-glucosamine:lipopolysaccharide N-acetyl-D-glucosaminyltransferase U00000;;2.4.1.56;;;;irreversible;;0;0;;;lipopolysaccharide N-acetylglucosaminyltransferase;;true
