stepId;ReactionNumberId;koNumberIds;ecNumberIds;stochCoeff;compoundId;typeOfCompound;reversibility;taxonomy;reactionX;reactionY;CompoundX;CompoundY;reactionAbbr;compoundAbbr;keyComp
0;ceramide glucosyltransferase	 UDP-glucose:ceramide glucosyltransferase	 ceramide:UDP-Glc glucosyltransferase	 uridine diphosphoglucose-ceramide glucosyltransferase	 ceramide:UDP-glucose glucosyltransferase	 glucosylceramide synthase	 UDP-glucose:N-acylsphingosine D-glucosyltransferase U00000;;2.4.1.80;;;;irreversible;;0;0;;;ceramide glucosyltransferase;;true
