stepId;ReactionNumberId;koNumberIds;ecNumberIds;stochCoeff;compoundId;typeOfCompound;reversibility;taxonomy;reactionX;reactionY;CompoundX;CompoundY;reactionAbbr;compoundAbbr;keyComp
0;dolichyl-P-Man:Man5GlcNAc2-PP-dolichol alpha-1,3-mannosyltransferase	 Man5GlcNAc2-PP-Dol mannosyltransferase	 ALG3	 dolichyl-P-Man:Man(5)GlcNAc(2)-PP-dolichyl mannosyltransferase	 Not56-like protein	 Alg3 alpha-1,3-mannosyl transferase	 Dol-P-Man:Man5GlcNAc2-PP-Dol alpha-1,3-mannosyltransferase	 dolichyl beta-D-mannosyl phosphate:D-Man-alpha-(1->2)-D-Man-alpha-(1->2)-D-Man-alpha-(1->3)-[D-Man-alpha-(1->6)]-D-Man-beta-(1->4)-D-GlcNAc-beta-(1->4)-D-GlcNAc-diphosphodolichol alpha-1,3-mannosyltransferase U00000;;2.4.1.258;;;;irreversible;;0;0;;;dolichyl-P-Man:Man5GlcNAc2-PP-dolichol alpha-1,3-mannosyltransferase;;true
