stepId;ReactionNumberId;koNumberIds;ecNumberIds;stochCoeff;compoundId;typeOfCompound;reversibility;taxonomy;reactionX;reactionY;CompoundX;CompoundY;reactionAbbr;compoundAbbr;keyComp
0;type 1 galactoside alpha-(1,2)-fucosyltransferase	 galactoside 2-alpha-L-fucosyltransferase (ambiguous)	 blood group H alpha-2-fucosyltransferase (ambiguous)	 guanosine diphosphofucose-galactoside 2-L-fucosyltransferase	 alpha-(1->2)-L-fucosyltransferase (ambiguous)	 alpha-2-fucosyltransferase (ambiguous)	 alpha-2-L-fucosyltransferase (ambiguous)	 blood-group substance H-dependent fucosyltransferase (ambiguous)	 guanosine diphosphofucose-glycoprotein 2-alpha-fucosyltransferase (ambiguous)	 guanosine diphosphofucose-beta-D-galactosyl-alpha-2-L-fucosyltransferase (ambiguous)	 guanosine diphosphofucose-galactosylacetylglucosaminylgalactosylglucosylceramide alpha-L-fucosyltransferase (ambiguous)	 guanosine diphosphofucose-glycoprotein 2-alpha-L-fucosyltransferase (ambiguous)	 secretor-type beta-galactoside alpha1->2fucosyltransferase	 beta-galactoside alpha1->2fucosyltransferase (ambiguous)	 GDP-beta-L-fucose:beta-D-galactosyl-R 2-alpha-L-fucosyltransferase (ambiguous)	 FUT2 (gene name)	 GDP-beta-L-fucose:beta-D-galactosyl-(1->3)-N-acetyl-beta-D-glucosaminyl-(1->3)-beta-D-galactosyl-(1->4)-beta-D-glucosyl-(1<->1)-ceramide 2-alpha-L-fucosyltransferase U00000;;2.4.1.69;;;;irreversible;;0;0;;;type 1 galactoside alpha-(1,2)-fucosyltransferase;;true
