stepId;ReactionNumberId;koNumberIds;ecNumberIds;stochCoeff;compoundId;typeOfCompound;reversibility;taxonomy;reactionX;reactionY;CompoundX;CompoundY;reactionAbbr;compoundAbbr;keyComp
0;(N-acetylneuraminyl)-galactosylglucosylceramide N-acetylgalactosaminyltransferase	 uridine diphosphoacetylgalactosamine-ganglioside GM3 acetylgalactosaminyltransferase	 ganglioside GM2 synthase	 ganglioside GM3 acetylgalactosaminyltransferase	 GM2 synthase	 UDP acetylgalactosamine-(N-acetylneuraminyl)-D-galactosyl-D-glucosylceramide acetylgalactosaminyltransferase	 UDP-N-acetyl-D-galactosamine:1-O-[O-(N-acetyl-alpha-neuraminyl)-(2->3)-O-beta-D-galactopyranosyl-(1->4)-beta-D-glucopyranosyl]-ceramide 1,4-beta-N-acetyl-D-galactosaminyltransferase acetylgalactosaminyltransferase	 UDP-N-acetylgalactosamine GM3 N-acetylgalactosaminyltransferase	 uridine diphosphoacetylgalactosamine-acetylneuraminylgalactosylglucosylceramide acetylgalactosaminyltransferase	 uridine diphosphoacetylgalactosamine-hematoside acetylgalactosaminyltransferase	 GM2/GD2-synthase	 beta-1,4N-acetylgalactosaminyltransferase	 asialo-GM2 synthase	 GalNAc-T	 UDP-N-acetyl-D-galactosamine:(N-acetylneuraminyl)-D-galactosyl-D-glucosylceramide N-acetyl-D-galactosaminyltransferase	 UDP-N-acetyl-D-galactosamine:1-O-[O-(N-acetyl-alpha-neuraminyl)-(2->3)-O-beta-D-galactopyranosyl-(1->4)-beta-D-glucopyranosyl]-ceramide 4-beta-N-acetyl-D-galactosaminyltransferase U00000;;2.4.1.92;;;;irreversible;;0;0;;;(N-acetylneuraminyl)-galactosylglucosylceramide N-acetylgalactosaminyltransferase;;true
