stepId;ReactionNumberId;koNumberIds;ecNumberIds;stochCoeff;compoundId;typeOfCompound;reversibility;taxonomy;reactionX;reactionY;CompoundX;CompoundY;reactionAbbr;compoundAbbr;keyComp
0;beta-1,4-mannosyl-glycoprotein 4-beta-N-acetylglucosaminyltransferase	 N-acetylglucosaminyltransferase III	 N-glycosyl-oligosaccharide-glycoprotein N-acetylglucosaminyltransferase III	 uridine diphosphoacetylglucosamine-glycopeptide beta4-acetylglucosaminyltransferase III	 beta-1,4-mannosyl-glycoprotein beta-1,4-N-acetylglucosaminyltransferase	 GnTIII	 GlcNAc-T III	 MGAT3 (gene name)	 UDP-N-acetyl-D-glucosamine:beta-D-mannosyl-glycoprotein 4-beta-N-acetyl-D-glucosaminyltransferase U00000;;2.4.1.144;;;;irreversible;;0;0;;;beta-1,4-mannosyl-glycoprotein 4-beta-N-acetylglucosaminyltransferase;;true
