stepId;ReactionNumberId;koNumberIds;ecNumberIds;stochCoeff;compoundId;typeOfCompound;reversibility;taxonomy;reactionX;reactionY;CompoundX;CompoundY;reactionAbbr;compoundAbbr;keyComp
0;dolichyl-phosphate-mannose---protein mannosyltransferase	 dolichol phosphomannose-protein mannosyltransferase	 protein O-D-mannosyltransferase	 dolichyl-phosphate-D-mannose:protein O-D-mannosyltransferase	 dolichyl-phosphate-mannose-protein mannosyltransferase	 dolichyl-D-mannosyl-phosphate:protein O-D-mannosyltransferase U00000;;2.4.1.109;;;;irreversible;;0;0;;;dolichyl-phosphate-mannose---protein mannosyltransferase;;true
