stepId;ReactionNumberId;koNumberIds;ecNumberIds;stochCoeff;compoundId;typeOfCompound;reversibility;taxonomy;reactionX;reactionY;CompoundX;CompoundY;reactionAbbr;compoundAbbr;keyComp
0;peptidoglycan glycosyltransferase	 PG-II	 bactoprenyldiphospho-N-acetylmuramoyl-(N-acetyl-D-glucosaminyl)-pentapeptide:peptidoglycan N-acetylmuramoyl-N-acetyl-D-glucosaminyltransferase	 penicillin binding protein (3 or 1B)	 peptidoglycan transglycosylase	 undecaprenyldiphospho-(N-acetyl-D-glucosaminyl-(1->4)-N-acetyl-D-muramoylpentapeptide):undecaprenyldiphospho-(N-acetyl-D-glucosaminyl-(1->4)-N-acetyl-D-muramoylpentapeptide) disaccharidetransferase U00000;;2.4.1.129;;;;irreversible;;0;0;;;peptidoglycan glycosyltransferase;;true
