stepId;ReactionNumberId;koNumberIds;ecNumberIds;stochCoeff;compoundId;typeOfCompound;reversibility;taxonomy;reactionX;reactionY;CompoundX;CompoundY;reactionAbbr;compoundAbbr;keyComp
0;cellulose synthase (UDP-forming)	 UDP-glucose---beta-glucan glucosyltransferase	 UDP-glucose-cellulose glucosyltransferase	 GS-I	 beta-1,4-glucosyltransferase	 uridine diphosphoglucose-1,4-beta-glucan glucosyltransferase	 beta-1,4-glucan synthase	 beta-1,4-glucan synthetase	 beta-glucan synthase	 1,4-beta-D-glucan synthase	 1,4-beta-glucan synthase	 glucan synthase	 UDP-glucose-1,4-beta-glucan glucosyltransferase	 uridine diphosphoglucose-cellulose glucosyltransferase	 UDP-glucose:1,4-beta-D-glucan 4-beta-D-glucosyltransferase	 UDP-glucose:(1->4)-beta-D-glucan 4-beta-D-glucosyltransferase U00000;;2.4.1.12;;;;irreversible;;0;0;;;cellulose synthase (UDP-forming);;true
1;1,3-beta-glucan synthase	 1,3-beta-D-glucan---UDP glucosyltransferase	 UDP-glucose---1,3-beta-D-glucan glucosyltransferase	 callose synthetase	 1,3-beta-D-glucan-UDP glucosyltransferase	 UDP-glucose-1,3-beta-D-glucan glucosyltransferase	 paramylon synthetase	 UDP-glucose-beta-glucan glucosyltransferase	 GS-II	 (1,3)-beta-glucan (callose) synthase	 beta-1,3-glucan synthase	 beta-1,3-glucan synthetase	 1,3-beta-D-glucan synthetase	 1,3-beta-D-glucan synthase	 1,3-beta-glucan-uridine diphosphoglucosyltransferase	 callose synthase	 UDP-glucose-1,3-beta-glucan glucosyltransferase	 UDP-glucose:(1,3)beta-glucan synthase	 uridine diphosphoglucose-1,3-beta-glucan glucosyltransferase	 UDP-glucose:1,3-beta-D-glucan 3-beta-D-glucosyltransferase U00001;;2.4.1.34;;;;irreversible;;0;50;;;1,3-beta-glucan synthase;;true
2;beta-mannosylphosphodecaprenol---mannooligosaccharide 6-mannosyltransferase	 mannosylphospholipid-methylmannoside alpha-1,6-mannosyltransferase	 beta-D-mannosylphosphodecaprenol:1,6-alpha-D-mannosyloligosaccharide 1,6-alpha-D-mannosyltransferase U00002;;2.4.1.199;;;;irreversible;;0;100;;;beta-mannosylphosphodecaprenol---mannooligosaccharide 6-mannosyltransferase;;true
3;rhamnopyranosyl-N-acetylglucosaminyl-diphospho-decaprenol beta-1,4/1,5-galactofuranosyltransferase	 arabinogalactan galactofuranosyl transferase 1	 GlfT1 U00003;;2.4.1.287;;;;irreversible;;0;150;;;rhamnopyranosyl-N-acetylglucosaminyl-diphospho-decaprenol beta-1,4/1,5-galactofuranosyltransferase;;true
4;galactofuranosylgalactofuranosylrhamnosyl-N-acetylglucosaminyl-diphospho-decaprenol beta-1,5/1,6-galactofuranosyltransferase	 GlfT2 U00004;;2.4.1.288;;;;irreversible;;0;200;;;galactofuranosylgalactofuranosylrhamnosyl-N-acetylglucosaminyl-diphospho-decaprenol beta-1,5/1,6-galactofuranosyltransferase;;true
5;dolichyl-phosphate beta-D-mannosyltransferase	 GDP-Man:DolP mannosyltransferase	 dolichyl mannosyl phosphate synthase	 dolichyl-phospho-mannose synthase	 GDP-mannose:dolichyl-phosphate mannosyltransferase	 guanosine diphosphomannose-dolichol phosphate mannosyltransferase	 dolichol phosphate mannose synthase	 dolichyl phosphate mannosyltransferase	 dolichyl-phosphate mannose synthase	 GDP-mannose-dolichol phosphate mannosyltransferase	 GDP-mannose-dolichylmonophosphate mannosyltransferase	 mannosylphosphodolichol synthase	 mannosylphosphoryldolichol synthase U00005;;2.4.1.83;;;;irreversible;;0;250;;;dolichyl-phosphate beta-D-mannosyltransferase;;true
6;dolichyl-phosphate beta-glucosyltransferase	 polyprenyl phosphate:UDP-D-glucose glucosyltransferase	 UDP-glucose dolichyl-phosphate glucosyltransferase	 uridine diphosphoglucose-dolichol glucosyltransferase	 UDP-glucose:dolichol phosphate glucosyltransferase	 UDP-glucose:dolicholphosphoryl glucosyltransferase	 UDP-glucose:dolichyl monophosphate glucosyltransferase	 UDP-glucose:dolichyl phosphate glucosyltransferase	 UDP-glucose:dolichyl-phosphate beta-D-glucosyltransferase U00006;;2.4.1.117;;;;irreversible;;0;300;;;dolichyl-phosphate beta-glucosyltransferase;;true
7;chitin synthase	 chitin-UDP N-acetylglucosaminyltransferase	 chitin-uridine diphosphate acetylglucosaminyltransferase	 chitin synthetase	 trans-N-acetylglucosaminosylase	 UDP-N-acetyl-D-glucosamine:chitin 4-beta-N-acetylglucosaminyl-transferase	 UDP-N-acetyl-alpha-D-glucosamine:chitin 4-beta-N-acetylglucosaminyltransferase U00007;;2.4.1.16;;;;irreversible;;0;350;;;chitin synthase;;true
8;hyaluronan synthase	 spHAS	 seHAS	 Alternating UDP-alpha-N-acetyl-D-glucosamine:beta-D-glucuronosyl-(1->3)-[nascent hyaluronan] 4-N-acetyl-beta-D-glucosaminyltransferase and UDP-alpha-D-glucuronate:N-acetyl-beta-D-glucosaminyl-(1->4)-[nascent hyaluronan] 3-beta-D-glucuronosyltransferase U00008;;2.4.1.212;;;;irreversible;;0;400;;;hyaluronan synthase;;true
9;N-acetylglucosaminyl-diphospho-decaprenol L-rhamnosyltransferase	 WbbL U00009;;2.4.1.289;;;;irreversible;;0;450;;;N-acetylglucosaminyl-diphospho-decaprenol L-rhamnosyltransferase;;true
10;2.4.1.- U00010;;2.4.1.-;;;;irreversible;;0;500;;;2.4.1.-;;true
