stepId;ReactionNumberId;koNumberIds;ecNumberIds;stochCoeff;compoundId;typeOfCompound;reversibility;taxonomy;reactionX;reactionY;CompoundX;CompoundY;reactionAbbr;compoundAbbr;keyComp
0;1,3-beta-glucan synthase	 1,3-beta-D-glucan---UDP glucosyltransferase	 UDP-glucose---1,3-beta-D-glucan glucosyltransferase	 callose synthetase	 1,3-beta-D-glucan-UDP glucosyltransferase	 UDP-glucose-1,3-beta-D-glucan glucosyltransferase	 paramylon synthetase	 UDP-glucose-beta-glucan glucosyltransferase	 GS-II	 (1,3)-beta-glucan (callose) synthase	 beta-1,3-glucan synthase	 beta-1,3-glucan synthetase	 1,3-beta-D-glucan synthetase	 1,3-beta-D-glucan synthase	 1,3-beta-glucan-uridine diphosphoglucosyltransferase	 callose synthase	 UDP-glucose-1,3-beta-glucan glucosyltransferase	 UDP-glucose:(1,3)beta-glucan synthase	 uridine diphosphoglucose-1,3-beta-glucan glucosyltransferase	 UDP-glucose:1,3-beta-D-glucan 3-beta-D-glucosyltransferase U00000;;2.4.1.34;;;;irreversible;;0;0;;;1,3-beta-glucan synthase;;true
