stepId;ReactionNumberId;koNumberIds;ecNumberIds;stochCoeff;compoundId;typeOfCompound;reversibility;taxonomy;reactionX;reactionY;CompoundX;CompoundY;reactionAbbr;compoundAbbr;keyComp
0;glucuronosyltransferase	 1-naphthol glucuronyltransferase	 1-naphthol-UDP-glucuronosyltransferase	 17beta-hydroxysteroid UDP-glucuronosyltransferase	 3alpha-hydroxysteroid UDP-glucuronosyltransferase	 4-hydroxybiphenyl UDP-glucuronosyltransferase	 4-methylumbelliferone UDP-glucuronosyltransferase	 4-nitrophenol UDP-glucuronyltransferase	 4-nitrophenol UDPGT	 17-OH steroid UDPGT	 3-OH androgenic UDPGT	 bilirubin uridine diphosphoglucuronyltransferase	 bilirubin UDP-glucuronosyltransferase	 bilirubin monoglucuronide glucuronyltransferase	 bilirubin UDPGT	 bilirubin glucuronyltransferase	 ciramadol UDP-glucuronyltransferase	 estriol UDP-glucuronosyltransferase	 estrone UDP-glucuronosyltransferase	 uridine diphosphoglucuronosyltransferase	 uridine diphosphoglucuronate-bilirubin glucuronoside glucuronosyltransferase	 uridine diphosphoglucuronate-bilirubin glucuronosyltransferase	 uridine diphosphoglucuronate-estriol glucuronosyltransferase	 uridine diphosphoglucuronate-estradiol glucuronosyltransferase	 uridine diphosphoglucuronate-4-hydroxybiphenyl glucuronosyltransferase	 uridine diphosphoglucuronate-1,2-diacylglycerol glucuronosyltransferase	 uridine diphosphoglucuronate-estriol 16alpha-glucuronosyltransferase	 GT	 morphine glucuronyltransferase	 p-hydroxybiphenyl UDP glucuronyltransferase	 p-nitrophenol UDP-glucuronosyltransferase	 p-nitrophenol UDP-glucuronyltransferase	 p-nitrophenylglucuronosyltransferase	 p-phenylphenol glucuronyltransferase	 phenyl-UDP-glucuronosyltransferase	 PNP-UDPGT	 UDP glucuronate-estradiol-glucuronosyltransferase	 UDP glucuronosyltransferase	 UDP glucuronate-estriol glucuronosyltransferase	 UDP glucuronic acid transferase	 UDP glucuronyltransferase	 UDP-glucuronate-4-hydroxybiphenyl glucuronosyltransferase	 UDP-glucuronate-bilirubin glucuronyltransferase	 UDP-glucuronosyltransferase	 UDP-glucuronyltransferase	 UDPGA transferase	 UDPGA-glucuronyltransferase	 UDPGT	 uridine diphosphoglucuronyltransferase	 uridine diphosphate glucuronyltransferase	 uridine 5'-diphosphoglucuronyltransferase	 UDP-glucuronate beta-D-glucuronosyltransferase (acceptor-unspecific) U00000;;2.4.1.17;;;;irreversible;;0;0;;;glucuronosyltransferase;;true
