stepId;ReactionNumberId;koNumberIds;ecNumberIds;stochCoeff;compoundId;typeOfCompound;reversibility;taxonomy;reactionX;reactionY;CompoundX;CompoundY;reactionAbbr;compoundAbbr;keyComp
0;alpha-1,6-mannosyl-glycoprotein 6-beta-N-acetylglucosaminyltransferase	 MGAT5 (gene name)	 N-acetylglucosaminyltransferase V	 alpha-mannoside beta-1,6-N-acetylglucosaminyltransferase	 uridine diphosphoacetylglucosamine-alpha-mannoside beta1->6-acetylglucosaminyltransferase	 UDP-N-acetylglucosamine:alpha-mannoside-beta1,6 N-acetylglucosaminyltransferase	 alpha-1,3(6)-mannosylglycoprotein beta-1,6-N-acetylglucosaminyltransferase	 GnTV	 GlcNAc-T V	 UDP-N-acetyl-D-glucosamine:6-[2-(N-acetyl-beta-D-glucosaminyl)-alpha-D-mannosyl]-glycoprotein 6-beta-N-acetyl-D-glucosaminyltransferase U00000;;2.4.1.155;;;;irreversible;;0;0;;;alpha-1,6-mannosyl-glycoprotein 6-beta-N-acetylglucosaminyltransferase;;true
