stepId;ReactionNumberId;koNumberIds;ecNumberIds;stochCoeff;compoundId;typeOfCompound;reversibility;taxonomy;reactionX;reactionY;CompoundX;CompoundY;reactionAbbr;compoundAbbr;keyComp
0;lytic starch monooxygenase	 LPMO (ambiguous) U00000;;1.14.99.55;;;;irreversible;;0;0;;;lytic starch monooxygenase;;true
