stepId;ReactionNumberId;koNumberIds;ecNumberIds;stochCoeff;compoundId;typeOfCompound;reversibility;taxonomy;reactionX;reactionY;CompoundX;CompoundY;reactionAbbr;compoundAbbr;keyComp
0;lytic chitin monooxygenase	 LPMO (ambiguous)	 CBP21	 chitin oxidohydrolase U00000;;1.14.99.53;;;;irreversible;;0;0;;;lytic chitin monooxygenase;;true
1;lytic cellulose monooxygenase (C1-hydroxylating)	 lytic polysaccharide monooxygenase (ambiguous)	 LPMO (ambiguous)	 LPMO9A U00001;;1.14.99.54;;;;irreversible;;0;50;;;lytic cellulose monooxygenase (C1-hydroxylating);;true
