gh	ec
AA1	1.10.3.2
AA1	1.10.3.*
AA1	1.10.3.*
AA2	1.11.1.13
AA2	1.11.1.16
AA2	1.11.1.14
AA2	1.11.1.*
AA2	1.11.1.5
AA2	1.11.1.11
AA3	1.1.99.18
AA3	1.1.3.4
AA3	1.1.3.7
AA3	1.1.3.13
AA3	1.1.3.10
AA4	1.1.3.38
AA5	1.1.3.*
AA5	1.1.3.9
AA5	1.2.3.15
AA5	1.1.3.13
AA5	1.1.3.*
AA6	1.6.5.6
AA7	1.1.3.*
AA7	1.1.3.*
AA7	1.1.99.*
AA9	1.14.99.54
AA9	1.14.99.56
AA10	1.14.99.54
AA10	1.14.99.56
AA10	1.14.99.53
AA10	1.14.99.*
AA13	1.14.99.55
AA14	1.14.99.*
AA15	1.14.99.54
AA15	1.14.99.53
AA16	1.14.99.54
