stepId;ReactionNumberId;koNumberIds;ecNumberIds;stochCoeff;compoundId;typeOfCompound;reversibility;taxonomy;reactionX;reactionY;CompoundX;CompoundY;reactionAbbr;compoundAbbr;keyComp
0;pectinesterase	 pectin demethoxylase	 pectin methoxylase	 pectin methylesterase	 pectase	 pectin methyl esterase	 pectinoesterase U00000;;3.1.1.11;;;;irreversible;;0;0;;;pectinesterase;;true
