stepId;ReactionNumberId;koNumberIds;ecNumberIds;stochCoeff;compoundId;typeOfCompound;reversibility;taxonomy;reactionX;reactionY;CompoundX;CompoundY;reactionAbbr;compoundAbbr;keyComp
0;UDP-3-O-acyl-N-acetylglucosamine deacetylase	 LpxC protein	 LpxC enzyme	 LpxC deacetylase	 deacetylase LpxC	 UDP-3-O-acyl-GlcNAc deacetylase	 UDP-3-O-((R)-3-hydroxymyristoyl)-N-acetylglucosamine deacetylase	 UDP-(3-O-acyl)-N-acetylglucosamine deacetylase	 UDP-3-O-(R-3-hydroxymyristoyl)-N-acetylglucosamine deacetylase	 UDP-(3-O-(R-3-hydroxymyristoyl))-N-acetylglucosamine deacetylase	 UDP-3-O-[(3R)-3-hydroxymyristoyl]-N-acetylglucosamine amidohydrolase U00000;;3.5.1.108;;;;irreversible;;0;0;;;UDP-3-O-acyl-N-acetylglucosamine deacetylase;;true
