ReactionID	StochCoeff	Product	other site
R11940	1	C21784	
R09465	1	C19622	
R00942	1	C09332	
R00942	1	C00009	
R00942	1	C00008	
R02054	1	C00162	
R02054	1	C05973	
R04464	1	C00876	
R04464	1	C04488	
R06182	1	G10560	
R06182	1	G10619	
R04323	1	C00011	
R04323	1	C03824	
R11064	1	C00009	
R11064	1	C00008	
R11064	1	C20942	
R01447	1	C00022	
R01447	1	C00149	
R09864	1	C00001	
R09864	1	C03161	
R09864	1	C20149	
R08197	1	C00041	
R08197	1	C03771	
R10052	1	C00233	
R10052	1	C00011	
R10052	1	C00080	
R10052	1	C00004	
R04368	1	C16669	
R04368	1	C03998	
R04481	1	C00021	
R04481	1	C04692	
R00674	1	C00078	
R00674	1	C00001	
R04154	1	C03314	
R08935	1	C11907	
R08935	1	C00080	
R08935	1	C00005	
R03681	1	C02687	
R03681	1	C00015	
R06833	1	C12833	
R10556	1	C00013	
R10556	1	C00020	
R10556	1	C17367	
R05086	1	C00009	
R05086	1	C06056	
R12284	1	C00013	
R12284	1	C22057	
R12284	1	C00030	
R12283	1	C00013	
R12283	1	C22056	
R12283	1	C00030	
R10520	1	C01236	
R10520	1	C00080	
R10520	1	C00004	
R07024	1	C14804	
R09143	1	C11149	
R01364	1	C00001	
R01364	1	C01061	
R02909	1	C05647	
R09049	1	C10772	
R09183	1	C18278	
R09183	1	C00080	
R09183	1	C00004	
R08030	1	C16400	
R02184	1	C00008	
R02184	1	C00404	
R04150	1	C03657	
R04150	1	C00010	
R11350	1	C21297	
R11350	1	C00080	
R11350	1	C00004	
R12113	1	C00406	
R12113	1	C00080	
R12113	1	C00005	
R08887	1	C00055	
R08887	1	C06367	
R08887	1	C00009	
R05746	1	C00009	
R05746	1	C00080	
R05746	1	C00004	
R08712	1	C00010	
R08712	1	C02089	
R02648	1	C03189	
R02540	1	C07086	
R02540	1	C00014	
R11014	1	C00001	
R11014	1	C20994	
R03240	1	C01097	
R06902	1	C00001	
R06902	1	C00016	
R06902	1	C03203	
R11972	1	C21817	
R11972	1	C00015	
R06179	1	C04574	
R06179	1	G10554	(n+1)
R06774	1	C12473	
R06774	1	C00021	
R02654	1	C00015	
R02654	1	C01288	
R04567	1	C04738	
R04567	1	C00229	
R06823	1	C12628	
R12288	1	C00010	
R12288	1	C22063	
R06068	1	G10505	
R06068	2n	G10619	
R07920	1	C07481	
R07920	1	C00021	
R10753	1	C20822	
R12128	4	C00001	
R12128	3	C03161	
R12128	1	C19678	
R00783	1	C00088	
R00783	1	C00080	
R00783	1	C00126	
R00896	1	C00957	
R00896	1	C00302	
R08969	1	C00550	
R08969	1	C00641	
R08520	1	C05590	
R08520	1	C16732	
R11206	1	C10447	
R11206	1	C00323	
R08178	1	C06427	
R08178	1	C00010	
R03018	1	C03492	
R03018	1	C00008	
R01164	1	C00386	
R01164	1	C00009	
R01164	1	C00008	
R12588	1	C00155	
R12588	1	C00294	
R01666	1	C00008	
R01666	1	C00239	
R04854	1	C00001	
R04854	2	C00667	
R04854	1	C05501	
R01768	1	C00385	
R01768	1	C00080	
R01768	1	C00004	
R06198	1	G00057	
R06198	1	G10619	
R05157	1	C06339	
R05157	1	C00003	
R02604	1	C00001	
R02604	1	C00682	
R11371	1	C00021	
R11371	1	C21313	
R09890	1	C00013	
R09890	1	C20163	
R08263	1	C16578	
R08263	1	C00015	
R10211	1	C20447	
R03237	1	C00112	
R03237	1	C03785	
R01014	1	C00111	
R01014	1	C00067	
R06619	1	C00859	
R11764	1	C00080	
R11764	1	C21640	
R11764	1	C00005	
R00841	1	C00009	
R00841	1	C00116	
R09152	3	C01327	
R09152	2	C00058	
R09152	1	C00003	
R09281	1	C00232	
R09281	1	C00080	
R09281	1	C00005	
R12334	1	C00011	
R12334	1	C01010	
R09832	1	C00013	
R09832	1	C19968	
R11664	2	C00001	
R11664	2	C00011	
R11664	1	C21573	
R11664	1	C00010	
R04334	1	C04695	
R04334	1	C00015	
R07188	1	C04634	
R07188	1	C00003	
R07689	1	C16207	
R07689	2	C00080	
R12121	1	C00001	
R12121	1	C21919	
R12121	1	C03161	
R12121	1	C00058	
R02581	1	C00584	
R02581	1	C00080	
R02581	1	C00005	
R07976	1	C00067	
R07976	1	C00001	
R07976	1	C00006	
R07976	1	C16358	
R05037	1	C05909	
R05037	1	C00080	
R05037	1	C00007	
R05037	1	C00026	
R12073	1	C00001	
R12073	2	C00139	
R12073	1	C21885	
R01558	1	C00013	
R01558	1	C00020	
R01558	1	C00313	
R07713	1	C00022	
R07713	1	C03057	
R11245	1	C21206	
R11793	1	C21663	
R11793	1	C00025	
R01022	1	C00027	
R01022	1	C00576	
R09845	1	C00012	
R09845	1	C04506	
R06261	1	G10622	
R06261	1	G00007	
R08693	1	C01768	
R12460	1	C00067	
R12460	1	C00011	
R12460	1	C00042	
R12460	1	C05545	
R04366	1	C00001	
R04366	1	C03161	
R04366	1	C04433	
R11222	2	C00001	
R11222	1	C03161	
R11222	1	C21191	
R05963	1	G00093	
R05963	1	C01132	
R09831	1	C04053	
R09831	1	C19966	
R10277	1	C00408	
R10277	1	C00014	
R10827	1	C00001	
R10827	1	C20879	
R11287	1	C21264	
R01791	1	C00031	
R01791	1	C00721	
R08144	1	C01126	
R08144	2	C00009	
R08483	1	C09089	
R09905	1	C20186	
R11148	1	C21142	
R08828	2	C00001	
R08828	2	C17753	
R09613	1	C00021	
R09613	1	C10193	
R11130	1	C20955	
R11130	1	C01352	
R11801	1	C21680	
R11801	1	C00229	
R11943	1	C04832	
R11943	2	C00282	
R11943	2	C00139	
R12581	1	C00013	
R12581	1	C22266	
R01134	1	C00144	
R01134	1	C00080	
R01134	1	C00005	
R07973	1	C00067	
R07973	1	C00001	
R07973	1	C16357	
R07973	1	C00003	
R07671	1	C16186	
R07671	1	C00615	
R09653	1	C16693	
R09653	1	C19765	
R07943	1	C16358	
R11774	1	C00080	
R11774	1	C21651	
R11774	1	C00005	
R05749	1	C00001	
R05749	1	C07307	
R02714	1	C00878	
R02135	1	C00009	
R02135	1	C00378	
R02160	1	C00001	
R02160	1	C00011	
R02160	1	C00042	
R02160	1	C00389	
R09523	1	C00021	
R09523	1	C18448	
R10359	1	C00001	
R10359	1	C13782	
R10359	1	C00006	
R01992	1	C00334	
R01992	1	C00135	
R03314	1	C00001	
R03314	1	C03912	
R07358	1	C15603	
R07358	1	C00003	
R11750	1	C21632	
R11672	1	C21571	
R11672	1	C00161	
R04808	1	C05468	
R03639	1	C00001	
R03639	1	C03161	
R03639	1	C02906	
R00162	1	C00562	
R00162	1	C00008	
R09172	1	C18263	
R01209	1	C00001	
R01209	1	C00141	
R05463	1	C06628	
R05463	1	C00001	
R05463	1	C00006	
R08129	1	C16492	
R06716	1	C00363	
R06716	1	C12384	
R09426	1	C19605	
R09426	1	C00015	
R06170	1	G00039	
R06170	1	G10620	
R08072	1	C00121	
R08072	1	C04083	
R04307	1	C03767	
R04307	1	C00080	
R04307	1	C00004	
R05923	1	G00141	
R05923	1	C00641	
R02201	1	C04092	
R02201	1	C00080	
R02201	1	C00004	
R00443	1	C00013	
R00443	1	C00046	
R12188	1	C00145	
R12188	1	C00022	
R12188	1	C00014	
R11001	1	C21020	
R11001	1	C00001	
R11001	2	C00996	
R12542	1	C22239	
R12542	1	C00643	
R04847	1	C05480	
R04847	1	C00080	
R04847	1	C00004	
R11699	1	C00021	
R11699	1	C08304	
R04320	1	C00470	
R04320	1	C00333	
R00851	1	C00681	
R00851	1	C00010	
R01218	1	C00445	
R01218	1	C00004	
R11610	1	C00013	
R11610	1	C21500	
R10469	2	C00001	
R10469	1	C00009	
R10469	1	C12115	
R10550	1	C00022	
R10550	1	C02426	
R08249	1	C07446	
R08249	1	C07447	
R02134	1	C01081	
R02134	1	C00008	
R11480	1	C21404	
R07782	1	C03925	
R07782	1	C00014	
R09560	1	C19688	
R09560	1	C00027	
R10662	1	C00001	
R10662	1	C00006	
R10662	1	C20766	
R06427	2	C00021	
R06427	1	C11911	
R00315	1	C00008	
R00315	1	C00227	
R07581	1	C15984	
R02178	1	C00001	
R02178	1	C02904	
R02178	1	C00006	
R06254	2	C00001	
R06254	2	C05794	
R00265	1	C00011	
R00265	1	C00091	
R00265	1	C00080	
R00265	1	C00005	
R04922	1	C00055	
R04922	1	C05676	
R06536	1	C12138	
R06536	1	C00015	
R05089	1	C06070	
R09642	1	C19774	
R09642	1	C00105	
R04251	1	C05682	
R04251	1	C00080	
R04251	1	C00004	
R05680	1	C00111	
R05680	1	C00080	
R05680	1	C00005	
R01517	1	C00035	
R01517	1	C00236	
R04966	1	C00080	
R04966	1	C05760	
R04966	1	C00004	
R09132	1	C18240	
R09132	1	C00080	
R09132	1	C00004	
R11756	1	C21637	
R04066	1	C00001	
R04066	1	C05133	
R04066	1	C00003	
R05488	1	C00001	
R05488	1	C20782	
R05488	1	C00016	
R07061	1	C14831	
R09370	1	C00021	
R09370	1	C18872	
R05264	1	C00006	
R05264	1	C06589	
R00987	1	C00041	
R00987	1	C00108	
R09722	1	C19709	(n-1)
R09722	1	C19843	
R05967	1	G00098	
R05967	1	G10621	
R08795	2	C00027	
R08795	1	C05315	
R07382	1	C15647	
R07382	1	C00010	
R09071	1	C05306	
R09071	1	C00001	
R09071	2	C00139	
R12502	1	C22218	
R12502	1	C00080	
R12502	1	C00004	
R10926	1	C20947	
R10926	2	C00001	
R10926	1	C00996	
R06385	1	C00080	
R06385	1	C11415	
R06385	1	C00004	
R06810	1	C12639	
R06810	1	C00015	
R01532	1	C00013	
R01532	1	C00215	
R09977	1	C20247	
R10719	1	C00080	
R10719	1	C20798	
R10719	1	C00004	
R10193	1	C00001	
R10193	1	C20431	
R10193	1	C00028	
R03617	1	C00195	
R03617	1	C00124	
R00990	1	C00011	
R00990	1	C00292	
R11818	2	C00011	
R11818	1	C00080	
R11818	2	C00138	
R11818	1	C00004	
R06689	2	C00001	
R06689	1	C01907	
R06689	1	C00006	
R09147	1	C11148	
R05284	1	C01327	
R05284	1	C06753	
R07186	1	C00011	
R07186	1	C00042	
R07186	1	C15501	
R11868	1	C21734	
R04963	1	C05756	
R04963	1	C00011	
R04963	1	C00229	
R08092	1	C01352	
R08092	1	C16468	
R03349	1	C03656	
R03349	1	C00080	
R03349	1	C00004	
R03349	1	C00014	
R04365	1	C00010	
R04365	1	C04462	
R01613	3	C00011	
R01613	4	C00010	
R01613	1	C06561	
R02632	1	C00054	
R02632	1	C01155	
R08103	1	C16483	
R08103	1	C00003	
R06468	1	C00001	
R06468	1	C11954	
R06468	1	C00006	
R07269	1	C00013	
R07269	1	C04574	
R07537	3	C00001	
R07537	1	C15903	
R07537	4	C00139	
R10280	1	C04856	
R00645	1	C00030	
R00645	2	C01041	
R00750	1	C03589	
R06462	1	C00001	
R06462	2	C00139	
R06462	1	C11995	
R03518	1	C01310	
R03518	1	C00059	
R04472	1	C20991	
R04472	1	C00641	
R05298	1	C06762	
R08148	1	C00001	
R08148	1	C09694	
R08148	1	C03161	
R07317	1	C00001	
R07317	1	C10208	
R11516	8	C00011	
R11516	1	C12441	
R11516	8	C00010	
R05259	1	C06606	
R05259	1	C00001	
R05259	1	C00087	
R05259	1	C03161	
R07507	1	C01164	
R07507	1	C00006	
R10622	1	C00009	
R10622	1	C00124	
R05400	1	C02720	
R05400	1	C00006	
R04239	1	C03531	
R04239	1	C00027	
R04239	1	C00014	
R09940	1	C00021	
R09940	1	C20235	
R02616	1	C00010	
R02616	1	C03773	
R07600	1	C00068	
R07600	1	C15977	
R11338	1	C21291	
R11338	1	C00080	
R11338	1	C00004	
R11147	1	C21141	
R11147	1	C00080	
R11147	1	C00004	
R06556	1	C09762	
R01968	1	C00330	
R01968	1	C00009	
R07571	3	C00001	
R07571	1	C15968	
R07571	2	C00028	
R12131	1	C00001	
R12131	1	C03161	
R12131	1	C21922	
R08019	1	C00001	
R08019	1	C16394	
R08019	1	C00006	
R09610	1	C19738	
R09610	1	C00013	
R10197	1	C00021	
R10197	1	C20434	
R02504	1	C00536	
R12037	1	C21870	
R12037	n	C00015	
R08562	1	C06526	
R08562	1	C00006	
R10707	1	C00011	
R10707	1	C00010	
R10707	1	C05744	
R09009	1	C18094	
R03057	1	C02165	
R02121	1	C00372	
R02121	1	C00718	
R11449	1	C00001	
R11449	1	C21391	
R11449	1	C00006	
R04371	1	C00001	
R04371	1	C04002	
R04792	1	C05425	
R07475	1	C04217	
R07475	1	C00013	
R08753	1	C00013	
R08753	1	C04509	
R06710	1	C12376	
R09603	1	C19730	
R09603	2	C19731	
R07974	1	C00067	
R07974	1	C00001	
R07974	1	C00006	
R07974	1	C16357	
R02030	1	C00055	
R02030	1	C05980	
R10733	1	C00013	
R10733	1	C19736	
R00608	1	C00067	
R00608	1	C00027	
R10738	1	C20819	
R03009	1	C00011	
R03009	1	C00042	
R03009	1	C00859	
R10954	2	C00001	
R10954	2	C00006	
R10954	1	C12379	
R01456	1	C00080	
R01456	1	C01164	
R01456	1	C00005	
R03527	1	C01335	
R03527	1	C00031	
R11995	1	G13110	
R11995	1	G10620	
R00864	1	C00320	
R02456	1	C00080	
R02456	1	C02024	
R02456	1	C00005	
R04378	1	C04051	
R04378	1	C00119	
R12408	1	C00067	
R12408	1	C00001	
R12408	1	C04075	
R12408	1	C00028	
R12408	1	C00014	
R01654	1	C05928	
R01654	1	C00009	
R01654	1	C00008	
R06582	1	C00001	
R06582	1	C03161	
R06582	1	C10434	
R11962	1	C00030	
R11962	1	C21804	
R07263	1	C15547	
R07263	1	C00001	
R08928	1	C18030	
R00963	1	C00299	
R00963	1	C00009	
R06358	1	C11888	
R10554	1	C20620	
R11232	1	C00956	
R11232	1	C00080	
R11232	1	C00005	
R06522	1	C00195	
R06522	1	C00009	
R07281	1	C15556	
R07281	1	C00058	
R05221	1	C06509	
R05221	1	C00008	
R00088	1	C00081	
R00088	1	C00014	
R00854	1	C04703	
R00854	1	C00015	
R09349	1	C18685	
R08468	1	C00021	
R08468	1	C16720	
R00866	1	C01094	
R00866	1	C00008	
R04831	1	C05470	
R04831	1	C00080	
R04831	1	C00004	
R03777	1	C05276	
R03777	1	C01352	
R07486	2	C00001	
R07486	1	C15783	
R07486	2	C00996	
R12520	1	C09804	
R00091	1	C00080	
R00091	1	C00004	
R00091	1	C02015	
R05437	2	C07728	
R05437	2	C00003	
R10519	1	C00080	
R10519	1	C20668	
R10519	1	C00004	
R04671	1	C05111	
R09744	1	C19841	
R09744	1	C01352	
R11126	1	C21130	
R11126	1	C00229	
R03333	1	C01177	
R05576	1	C00332	
R05576	1	C00080	
R05576	1	C00005	
R09287	1	C02814	
R09287	1	C00014	
R12292	1	G10619	
R12292	1	G13091	
R02892	1	C00080	
R02892	1	C00005	
R02892	1	C00762	
R04400	2	C00001	
R04400	1	C03329	
R04400	1	C03161	
R10547	1	C12212	
R10547	1	C00009	
R07369	1	C00001	
R07369	1	C03161	
R07369	1	C15204	
R12412	1	C22141	
R12412	1	C00025	
R11732	2	C00001	
R11732	1	C00561	
R11732	1	C03161	
R08105	1	C16473	
R08105	1	C00080	
R08105	1	C00004	
R06870	1	C00189	
R06870	1	C00009	
R06119	1	C00001	
R06119	1	C11409	
R06119	1	C03161	
R04879	1	C16673	
R03036	1	C00020	
R03036	1	C01134	
R03281	1	C00001	
R03281	1	C03241	
R03281	1	C00006	
R05099	1	C00080	
R05099	1	C00005	
R05099	1	C06104	
R01680	1	C00030	
R01680	1	C05403	
R00662	1	C00013	
R00662	1	C00105	
R01152	1	C00134	
R01152	1	C00011	
R01152	1	C00014	
R00569	1	C00112	
R00569	1	C00009	
R08382	1	C16681	
R08382	1	C00080	
R08382	1	C00004	
R12601	1	C22273	
R12601	1	C20665	
R01851	1	C00067	
R01851	1	C00283	
R01851	1	C00027	
R07663	1	C01468	
R07663	1	C00059	
R12060	1	C21880	
R12060	1	C00020	
R10164	1	C00088	
R10164	5	C00080	
R10164	4	C00126	
R07710	1	C00001	
R07710	1	C00628	
R07710	1	C00006	
R08682	1	C00011	
R08682	1	C17265	
R09436	1	C00001	
R09436	1	C19582	
R09436	1	C00697	
R01231	1	C00013	
R01231	1	C00144	
R01231	1	C00020	
R01231	1	C00025	
R01626	1	C00010	
R01626	1	C01209	
R03076	1	C00615	
R03076	1	C00934	
R03789	1	C00242	
R03789	1	C01978	
R10994	1	C00009	
R10994	1	C00008	
R10994	1	C21016	
R11184	1	C00008	
R11184	1	C21156	
R01627	1	C00001	
R01627	1	C00230	
R05352	1	C00080	
R05352	1	C07113	
R05352	1	C00004	
R01838	1	C00280	
R01838	1	C00080	
R01838	1	C00005	
R02941	1	C00805	
R02941	1	C00080	
R02941	1	C00004	
R11548	1	C01645	
R11548	1	C21457	
R08310	1	C16596	
R08310	1	C00080	
R08310	1	C00004	
R12193	1	C00229	
R12193	1	C21999	
R02106	1	C11821	
R02106	1	C00027	
R09637	1	C00073	
R09637	1	C19766	
R10027	1	C00001	
R10027	1	C03161	
R10027	1	C20310	
R00661	1	C02798	
R03275	1	C01186	
R03526	1	C00963	
R03526	1	C00015	
R07198	1	C00001	
R07198	1	C03161	
R07198	1	C01592	
R06289	1	G11175	
R06289	1	C00080	
R06289	1	C00004	
R00369	1	C00022	
R00369	1	C00037	
R00667	1	C01165	
R00667	1	C00025	
R03455	1	C00010	
R03455	1	C01264	
R03856	1	C03221	
R03856	1	C00080	
R03856	1	C00005	
R12125	1	C19784	
R12125	1	C00009	
R09932	1	C00080	
R09932	1	C00005	
R09932	1	C20226	
R03214	1	C00054	
R03214	1	C02153	
R12452	1	C00011	
R12452	1	C00042	
R12452	1	C06455	
R05381	1	C06772	
R01268	1	C00253	
R01268	1	C00014	
R07609	1	G00736	
R07609	1	G10619	
R10120	1	C20377	
R10120	1	C00006	
R06155	1	G00046	
R06155	1	G10620	
R04749	1	C00001	
R04749	1	C05271	
R05483	1	C06597	
R06050	1	G10495	(n-1)
R06050	1	C00103	
R10679	2	C00009	
R10679	2	C00008	
R10679	1	C20776	
R10260	1	C00001	
R10260	1	C10192	
R10260	1	C03161	
R10978	1	C20988	
R07083	1	C14855	
R05842	1	C01380	
R10773	1	C00001	
R10773	1	C20844	
R11500	1	C21417	
R11500	1	C00080	
R11500	1	C00005	
R02193	1	C00406	
R02193	1	C00080	
R02193	1	C00005	
R10118	1	C20375	
R10118	1	C00006	
R09433	1	C19567	
R09433	1	C19568	
R07108	1	C14775	
R04593	1	C00001	
R04593	1	C06052	
R05796	1	C11550	
R05796	1	C11549	
R08798	1	C17747	
R12101	1	C21903	
R12101	1	C00027	
R00911	1	C00099	
R00911	1	C00047	
R04149	1	C00416	
R04149	1	C03121	
R02355	1	C00001	
R02355	1	C05298	
R02355	1	C00006	
R03819	1	C00008	
R03819	1	C06222	
R08068	1	C00001	
R08068	1	C00371	
R08068	1	C03161	
R06282	2	C00002	
R06282	2	C00001	
R06282	1	C02880	
R06282	1	C00138	
R10804	1	C20859	
R10804	1	C00015	
R03019	1	C00170	
R03019	1	C04510	
R10332	1	C05927	
R10332	1	C00080	
R10332	1	C00004	
R06217	1	G01241	
R01540	1	C00001	
R01540	1	C00204	
R04838	1	C00080	
R04838	1	C05475	
R04838	1	C00005	
R07938	1	C00010	
R07938	1	C16301	
R06632	1	C00011	
R06632	1	C03198	
R03447	1	C00153	
R03447	1	C01253	
R04543	1	C05762	
R04543	1	C00080	
R04543	1	C00005	
R11790	2	C00252	
R03433	1	C01272	
R03433	1	C00008	
R09993	1	C01279	
R09993	1	C00014	
R07641	1	C00009	
R07641	2	C00008	
R07641	1	C00169	
R07662	1	C16157	
R07662	1	C00058	
R05053	1	C05947	
R05053	1	C00036	
R03072	1	C00927	
R03072	1	C00170	
R00048	2	C01089	
R09435	1	C00001	
R09435	1	C19565	
R09435	1	C00697	
R02625	1	C04261	
R02625	1	C00008	
R02199	1	C00671	
R02199	1	C00025	
R03788	1	C04833	
R03788	1	C00021	
R08568	1	C16849	
R08568	1	C16850	
R10845	1	C20646	
R10845	1	C00025	
R06097	1	G10619	
R06097	1	G00069	
R11937	1	C00035	
R11937	1	C21780	
R00261	1	C00011	
R00261	1	C00334	
R05434	1	C03569	
R05434	1	C00003	
R11296	1	C01352	
R11296	1	C21268	
R07009	1	C11714	
R09917	1	C20200	
R03352	1	C00010	
R03352	1	C01188	
R12187	1	C04233	
R12187	1	C21982	
R02535	1	C00001	
R02535	2	C01041	
R02535	1	C00547	
R09140	1	C00013	
R09140	1	C18245	
R11776	1	C21668	
R11776	1	C00080	
R11776	1	C00005	
R03539	1	C00082	
R03539	1	C01382	
R02589	1	C00001	
R02589	1	C00628	
R02589	1	C00003	
R00522	1	C00011	
R00522	1	C00058	
R12280	1	C00013	
R12280	1	C22055	
R12280	1	C00006	
R01150	1	C00009	
R01150	1	C00008	
R01150	1	C00993	
R09591	1	C00013	
R09591	1	C00020	
R09591	1	C19703	
R00907	1	C00022	
R00907	1	C00099	
R02875	1	C06083	
R03059	1	C02166	
R08452	1	C16712	
R11304	1	C02033	
R08487	1	C16724	
R05280	2	C00080	
R05280	1	C00568	
R05280	1	C00007	
R12214	1	C12455	
R12214	1	C00025	
R09074	1	C00134	
R09074	1	C18170	
R09074	1	C00027	
R07262	1	C03657	
R07262	1	C00010	
R09421	1	C00001	
R09421	1	C19563	
R09421	1	C00006	
R02806	1	C02269	
R02806	1	C00178	
R00033	1	C05856	
R00033	1	C00027	
R04005	1	C05855	
R04005	1	C00015	
R07572	1	C08580	
R07572	1	C00001	
R07572	2	C00139	
R03430	1	C00009	
R03430	1	C01243	
R12431	1	C00010	
R12431	1	C22160	
R03193	1	C00009	
R03193	1	C00008	
R03193	1	C01212	
R09681	1	C00013	
R09681	1	C19810	
R07746	1	C00001	
R07746	1	C03161	
R07746	1	C16226	
R02933	1	C00800	
R11851	1	C00013	
R11851	1	C21714	
R01928	1	C01747	
R01928	1	C00015	
R11142	1	C04722	
R11142	4	C00001	
R11142	6	C00667	
R02857	1	C00001	
R02857	1	C06108	
R00258	1	C00022	
R00258	1	C00025	
R10980	1	C02804	
R05748	1	C00001	
R05748	1	C07295	
R05748	1	C00127	
R09069	1	C05307	
R09069	1	C00080	
R09069	1	C00004	
R11671	1	C05223	
R00488	1	C00033	
R00488	1	C00049	
R04775	1	C05708	
R03820	1	C00031	
R03820	1	C03309	
R10415	1	C00001	
R10415	1	C06669	
R10415	1	C00011	
R10415	1	C00042	
R06296	1	C00001	
R06296	1	C03161	
R06296	1	C11876	
R05773	1	C00024	
R05773	1	C00755	
R07849	1	C16280	
R06372	1	C11412	
R06372	1	C00028	
R04584	1	C04884	
R04584	1	C00015	
R07833	1	C00024	
R07833	1	C01144	
R11339	1	C20781	
R11339	1	C00080	
R11339	1	C00004	
R07069	1	C14847	
R05532	1	C00021	
R05532	1	C06653	
R08047	1	C00001	
R08047	1	C16403	
R08047	2	C00003	
R08815	1	C00001	
R08815	1	C03161	
R08815	1	C00223	
R09339	1	C01438	
R09339	1	C00703	
R01602	1	C00221	
R01678	1	C00267	
R01678	1	C00124	
R07692	1	C00022	
R07692	1	C16212	
R10558	1	C20693	
R10558	1	C20694	
R01099	1	C00027	
R01099	1	C03269	
R07220	1	C00695	
R07220	1	C01352	
R01636	1	C00230	
R01636	1	C00094	
R01636	1	C00003	
R06787	1	C00001	
R06787	1	C12623	
R06787	1	C00003	
R07003	1	C14793	
R11272	1	C21254	
R11272	1	C00015	
R07054	1	C00001	
R07054	1	C00006	
R07054	1	C14778	
R06913	1	C00022	
R06913	1	C14087	
R10888	1	C20915	
R11891	1	C21748	
R11891	1	C00008	
R04293	1	C04409	
R05369	1	C01327	
R05369	1	C06598	
R00111	2	C00001	
R00111	2	C00327	
R00111	1	C00006	
R00111	2	C00533	
R08727	1	C00001	
R08727	1	C17335	
R08727	1	C00006	
R08616	1	C00089	
R08616	1	C03989	
R10389	1	C00088	
R10389	1	C01450	
R10389	1	C00027	
R01335	1	C00001	
R01335	1	C05406	
R07953	1	C00010	
R07953	1	C16389	
R09836	1	C19946	
R04333	1	C00031	
R04333	1	C03868	
R05807	1	C11538	
R05807	2	C00080	
R01724	1	C00002	
R01724	1	C00001	
R01724	1	C00253	
R01724	1	C00119	
R01724	1	C00080	
R05653	1	C00001	
R05653	1	C11429	
R05653	1	C00003	
R00377	1	C00013	
R00377	1	C00039	
R03851	1	C00001	
R03851	1	C02140	
R03851	2	C00139	
R12266	1	C00001	
R12266	1	C03161	
R12266	1	C22049	
R00150	1	C00001	
R00150	1	C00008	
R00150	1	C00169	
R09870	1	C00021	
R09870	1	C20154	
R07858	1	C15943	
R07858	2	C00030	
R02879	1	C00001	
R02879	1	C00756	
R02879	2	C00435	
R08809	1	C00011	
R08809	2	C00010	
R08809	1	C17742	
R01533	1	C16487	
R01533	1	C03113	
R05914	1	G00027	
R05914	1	G10621	
R10761	1	C00001	
R10761	1	C20833	
R09757	1	C00015	
R09757	1	C19867	
R08297	1	C16572	
R03614	1	C04351	
R03614	1	C00080	
R03614	1	C00004	
R09707	1	C19831	
R01408	1	C00001	
R01408	1	C01326	
R01633	1	C00011	
R01633	1	C00230	
R01633	1	C00080	
R01633	1	C00004	
R02764	1	C00010	
R02764	1	C02170	
R03576	1	C02962	
R03576	1	C00008	
R07077	1	C14846	
R05312	1	C06725	
R05312	1	C00080	
R05312	1	C00004	
R10483	1	C16755	
R12349	1	C00095	
R12349	1	C22097	
R02474	1	C00099	
R02474	1	C00522	
R05610	1	C09810	
R09089	1	C08301	
R07729	1	C10509	
R07729	1	C00015	
R11423	1	C00363	
R11423	1	C21342	
R10620	1	C20734	
R10620	1	C00015	
R03864	1	C05949	
R03864	1	C00080	
R03864	1	C00005	
R05510	1	C07091	
R00651	1	C00033	
R00651	1	C00073	
R00372	1	C00048	
R00372	1	C00025	
R08183	1	C00010	
R08183	1	C00219	
R11387	1	C00001	
R11387	1	C21321	
R11387	1	C00028	
R11079	1	C17694	
R03236	1	C00008	
R03236	1	C03785	
R01341	1	C00161	
R01341	1	C00027	
R07020	1	C00001	
R07020	1	C03012	
R07020	1	C00006	
R03981	1	C03942	
R03981	1	C00015	
R08428	1	C11359	
R08124	1	C00008	
R08124	1	C16489	
R02675	4	C00080	
R02675	1	C00633	
R02675	4	C05358	
R09587	1	C19726	
R09587	1	C00001	
R09587	2	C22151	
R11767	1	C02953	
R03093	1	C00954	
R03093	1	C00014	
R01220	1	C00445	
R01220	1	C00005	
R05775	1	C00001	
R05775	1	C11521	
R12419	1	C00013	
R12419	1	C00001	
R12419	1	C00020	
R12419	1	C22147	
R09559	1	C01847	
R09559	1	C19686	
R03914	1	C02582	
R03914	1	C00080	
R03914	1	C00005	
R05066	1	C00080	
R05066	1	C06002	
R05066	1	C00004	
R00947	1	C00009	
R00947	1	C00267	
R02739	1	C01172	
R03854	1	C00011	
R03854	1	C00041	
R03854	1	C02146	
R11394	1	C21332	
R11394	1	C00027	
R01504	1	C00013	
R01504	1	C04030	
R07151	1	C02117	
R07151	1	C00027	
R10142	1	C00010	
R10142	1	C20415	
R11155	1	C00001	
R11155	1	C21146	
R11155	1	C00003	
R09789	1	C00013	
R09789	1	C19893	
R11254	1	C21247	
R00275	1	C00007	
R00275	1	C00027	
R01600	1	C01172	
R01600	1	C00008	
R03666	1	C06181	
R06130	1	G10619	
R06130	1	G09080	
R10297	1	C06672	
R10297	1	C20496	
R11379	1	G10619	
R11379	1	G13080	
R11485	1	C02869	
R11485	1	C00080	
R11485	1	C00005	
R11870	1	C21654	
R06451	1	C12003	
R06451	1	C00363	
R06615	1	C00001	
R06615	1	C09320	
R06615	1	C00006	
R07745	2	C00001	
R07745	1	C03161	
R07745	1	C10522	
R12500	1	C00030	
R12500	1	C19647	
R11557	1	C00165	
R11557	1	C21463	
R04375	1	C05406	
