ReactionID	StochCoeff	Product	other site
R11173	1	C00194	
R11173	1	C00009	
R06928	1	C14101	
R06928	1	C00080	
R06928	1	C00004	
R02029	1	C00009	
R02029	1	C00344	
R07646	1	C00013	
R07646	1	C00020	
R07646	1	C16140	
R02595	1	C00031	
R02595	1	C00590	
R04317	1	C03804	
R04317	1	C00009	
R07355	1	C05649	
R07355	1	C00080	
R07355	1	C00005	
R03517	1	C01310	
R03517	1	C00059	
R00021	1	C00064	
R00021	2	C00080	
R00021	2	C00138	
R00021	1	C00026	
R11310	1	C00092	
R07041	1	C00001	
R07041	1	C03161	
R07041	1	C14748	
R09372	1	C05703	
R09372	2	C00001	
R09372	2	C00006	
R00089	1	C00013	
R00089	1	C00575	
R06234	1	G00497	
R06234	1	G10619	
R08666	2	C00001	
R08666	1	C17242	
R08666	1	C03161	
R06255	2	C00001	
R06255	2	C05793	
R12230	4	C00001	
R12230	3	C03161	
R12230	1	C20789	
R07118	1	C14876	
R09516	1	C00001	
R09516	2	C00667	
R09516	1	C07712	
R11353	1	C00011	
R11353	1	C01751	
R06881	1	C13626	
R02488	1	C00011	
R02488	1	C04570	
R02488	1	C00877	
R00598	1	C00021	
R00598	1	C04158	
R06806	1	C00010	
R06806	1	C12636	
R07908	1	C16298	
R04890	1	C05581	
R04890	1	C00027	
R04890	1	C00014	
R01273	1	C00121	
R01273	1	C00153	
R01314	1	C00060	
R01314	1	C04233	
R09343	1	C12390	
R06736	1	C12453	
R06736	1	C00010	
R08533	1	C02919	
R08533	1	C00015	
R06228	1	G00293	
R06228	1	C00009	
R11753	1	C08532	
R00931	1	C00100	
R00931	1	C00001	
R00931	1	C00036	
R08884	1	C17944	
R02450	1	C00011	
R02450	1	C00080	
R02450	1	C00512	
R02450	1	C00004	
R02656	1	C02167	
R11822	1	C00013	
R11822	1	C21660	
R08608	1	C00001	
R08608	1	C16518	
R09979	1	C20238	
R11452	1	C21395	
R11452	1	C00021	
R04708	1	C00001	
R04708	1	C05193	
R04708	1	C03161	
R12268	1	C00001	
R12268	1	C09440	
R02825	1	C00763	
R02923	1	C03771	
R02923	1	C00027	
R02923	1	C00014	
R07430	1	C00001	
R07430	1	C15790	
R07430	1	C00006	
R04291	1	C04789	
R04291	1	C00105	
R09846	1	C00001	
R09846	1	C04748	
R01354	1	C00013	
R01354	1	C05983	
R04038	1	C00013	
R04038	1	C04713	
R10933	1	C00077	
R10933	1	C19885	
R02250	1	C00162	
R02250	1	C00641	
R02979	1	C00319	
R02979	1	C01352	
R08391	1	C00001	
R08391	1	C16680	
R08391	1	C00006	
R10650	1	C00073	
R10650	1	C05198	
R10650	1	C20754	
R02819	1	C01370	
R02819	1	C00080	
R02819	1	C00004	
R10630	1	C00301	
R11544	1	C00936	
R11544	1	C21336	
R00616	1	C03028	
R00616	1	C00008	
R06778	1	C00013	
R06778	2	C00021	
R06778	1	C00020	
R06778	1	C12479	
R04133	1	C00011	
R04133	1	C03063	
R11619	1	C00943	
R11619	1	C00014	
R12338	2	C00035	
R12338	1	C22089	
R02809	1	C00054	
R02809	1	C01614	
R06834	1	C01327	
R06834	1	C12834	
R10220	1	C00073	
R10220	1	C00147	
R10220	1	C19647	
R09297	1	G05914	
R09297	1	G10621	
R12350	1	G10622	
R12350	1	G13128	
R07621	1	G10619	
R07621	1	G13028	
R07573	1	C08580	
R07573	3	C00001	
R07573	2	C00028	
R08626	1	C00161	
R08626	1	C17217	
R02811	1	C00177	
R02811	1	C01450	
R00451	1	C00011	
R00451	1	C00047	
R07931	1	C00010	
R07931	1	C16372	
R11880	4	C21744	
R11880	8	C00080	
R01256	1	C04348	
R01256	1	C00009	
R01256	1	C00008	
R05421	1	C00870	
R05421	1	C06607	
R04985	1	C05848	
R02171	1	C00396	
R02171	1	C00080	
R02171	1	C00117	
R00720	1	C00013	
R00720	1	C00130	
R02789	1	C04890	
R02789	1	C00015	
R04823	1	C17339	
R04823	1	C00080	
R04823	1	C00005	
R05990	1	G00018	
R05990	2	G10621	
R07635	1	C16070	
R07635	1	C00641	
R04690	2	C00001	
R04690	1	C05175	
R04690	1	C03161	
R04701	1	C05191	
R04701	2	C00001	
R08645	1	C17231	
R05812	1	C11543	
R05812	1	C00003	
R04960	1	C00011	
R04960	1	C00229	
R04960	1	C05753	
R00047	1	C01059	
R00047	1	C00001	
R00047	1	C00011	
R00047	1	C00028	
R07967	1	C00067	
R07967	1	C00001	
R07967	1	C00385	
R07967	1	C00003	
R11515	1	C00013	
R11515	1	C21430	
R11515	1	C00020	
R11515	1	C00025	
R07676	1	C00080	
R07676	1	C00005	
R07676	1	C00333	
R10542	1	C00022	
R10542	1	C00011	
R10542	1	C02625	
R10542	1	C00042	
R03574	1	C04608	
R03574	1	C00015	
R10940	1	C00013	
R10940	1	C00020	
R10940	1	C20961	
R01930	1	C00320	
R01930	1	C00059	
R06098	1	C00267	
R06098	1	C00124	
R09812	1	C00001	
R09812	1	C19938	
R09812	2	C00139	
R00059	2	C02378	
R08224	1	C06482	
R08224	2	C00009	
R12118	4	C00001	
R12118	1	C21919	
R12118	3	C03161	
R12118	1	C00058	
R07504	1	C00021	
R07504	1	C14152	
R03304	1	C00021	
R03304	1	C05582	
R11578	1	C00001	
R11578	1	C00011	
R11578	1	C21477	
R11578	1	C00003	
R06618	1	C01699	
R01664	1	C00881	
R01664	1	C00009	
R05802	1	C00008	
R05802	1	C11556	
R11840	1	C00013	
R11840	1	C21700	
R00076	1	C02307	
R00076	4	C00008	
R03086	1	C00001	
R03086	1	C03935	
R03086	1	C00028	
R06237	1	G10517	
R06237	1	C00615	
R12233	2	C00001	
R12233	1	C22018	
R12233	2	C00996	
R02703	1	C00080	
R02703	1	C05345	
R02703	1	C00004	
R00325	1	C00033	
R00325	1	C00022	
R04001	1	C00001	
R04001	1	C02631	
R08244	1	C00013	
R08244	1	C00020	
R08244	1	C16619	
R08244	1	C00025	
R01392	1	C00080	
R01392	1	C00005	
R01392	1	C00168	
R04035	1	C00013	
R04035	1	C02741	
R08194	1	C06485	
R08194	1	C00080	
R08194	1	C00005	
R10163	1	C20409	
R10163	1	C00080	
R10163	1	C00004	
R10999	1	C00001	
R10999	1	C03161	
R10999	1	C21005	
R09716	4	C00030	
R09716	1	C05432	
R10429	1	C20616	
R10429	1	C00080	
R10429	1	C00005	
R03130	1	C01598	
R03130	1	C00021	
R03383	1	C01213	
R03383	1	C00013	
R03383	1	C00020	
R04696	2	C00001	
R04696	1	C03161	
R04696	1	C05179	
R03728	1	C00001	
R03728	1	C01816	
R03728	2	C00006	
R03728	1	C00058	
R04484	1	C04505	
R04484	1	C00010	
R00352	1	C00024	
R00352	1	C00009	
R00352	1	C00008	
R00352	1	C00036	
R04258	1	C03585	
R01246	1	C00080	
R01246	1	C03564	
R01246	1	C00004	
R10634	1	C00153	
R10634	1	C20658	
R10634	1	C00080	
R10634	1	C02188	
R07346	1	C00080	
R07346	1	C00247	
R07346	1	C00005	
R05696	1	C11500	
R05696	1	C00027	
R03168	1	C03955	
R03168	1	C00010	
R05600	1	C09812	
R01278	1	C05272	
R01278	1	C00080	
R01278	1	C00005	
R02575	1	C00008	
R02575	1	C03166	
R08912	2	C00001	
R08912	1	C18013	
R08912	2	C00139	
R05595	1	C05116	
R00868	1	C00095	
R00868	1	C00080	
R00868	1	C00004	
R08292	1	C16557	
R08256	1	C16542	
R04023	1	C00008	
R04023	1	C03874	
R06733	1	C00783	
R02109	1	C00718	
R02109	1	C00267	
R06624	1	C00010	
R06624	1	C12325	
R09408	1	C00001	
R09408	1	C19586	
R09408	1	C00006	
R00615	1	C01081	
R00615	1	C00009	
R09141	1	C00001	
R09141	1	C11148	
R09141	1	C00003	
R04252	1	C05683	
R07603	1	C00011	
R07603	1	C15978	
R07757	1	C16192	
R07757	1	C00010	
R03935	1	C00099	
R03935	1	C02385	
R10463	1	C00013	
R10463	1	C00001	
R10463	1	C20641	
R02468	1	C00001	
R02468	1	C03161	
R02468	1	C00964	
R06613	1	C00101	
R06613	1	C00364	
R06613	1	C00006	
R10930	1	C20949	
R10930	1	C00008	
R03654	1	C00013	
R03654	1	C02412	
R03654	1	C00020	
R03638	1	C00001	
R03638	1	C03052	
R03638	1	C00006	
R08313	1	C16602	
R08313	1	C00001	
R08313	1	C00006	
R09912	1	C20191	
R11873	1	C00020	
R11873	1	C21505	
R06169	1	G10619	
R06169	1	G00038	
R10760	1	C00111	
R10760	1	C20798	
R10894	1	C20920	
R05648	1	C00022	
R05648	1	C11427	
R01399	1	C00009	
R01399	1	C00436	
R01649	1	C00232	
R01649	1	C00033	
R01649	1	C00011	
R01649	1	C00014	
R09857	1	C20139	
R09857	1	C00015	
R02224	1	C00001	
R02224	1	C00011	
R02224	1	C00010	
R02224	1	C02041	
R02224	2	C00006	
R03496	1	C04280	
R03496	1	C00009	
R10699	1	C01037	
R10699	1	C04076	
R01593	1	C05966	
R07100	1	C01327	
R07100	1	C14868	
R08517	1	C00001	
R08517	1	C00033	
R08517	1	C01227	
R08517	1	C03161	
R08236	1	C16614	
R08236	1	C00021	
R02619	1	C05527	
R02619	1	C00025	
R02836	1	C00080	
R02836	1	C00005	
R02836	1	C00762	
R10433	1	C20618	
R10433	1	C00015	
R07899	1	C16338	
R07899	1	C00010	
R05956	1	G10619	
R05956	1	G00124	
R02998	1	C00296	
R02998	1	C03062	
R09053	1	C18152	
R09053	1	C00009	
R09053	1	C00008	
R09053	2	C00139	
R08751	1	C00013	
R08751	1	C17437	
R04372	1	C00009	
R04372	1	C04006	
R07004	1	C14792	
R12274	1	C22054	
R12274	1	C00001	
R07408	1	C15668	
R07408	1	C00001	
R03720	1	C00010	
R03720	1	C05122	
R08277	1	C07644	
R00744	1	C05989	
R00744	1	C00001	
R00744	1	C00006	
R00395	1	C00010	
R00395	1	C02055	
R09829	1	C00013	
R09829	1	C19964	
R08414	1	C00408	
R12126	1	C05366	
R10813	(n-1)	C00013	
R10813	1	C20864	(n)
R02526	1	C00545	
R04180	1	C00103	
R04180	1	C03268	
R11270	1	C21252	
R11270	1	C00025	
R12009	2	C00001	
R12009	1	C03161	
R12009	1	C21841	
R10716	2	C00021	
R10716	1	C20796	
R04736	1	C05328	
R10333	1	C00440	
R10333	1	C08276	
R04392	1	C00001	
R04392	1	C00028	
R04392	1	C04379	
R06181	1	G10559	
R06181	1	G10619	
R07994	1	C08578	
R03187	1	C00009	
R03187	1	C00008	
R03187	1	C01043	
R12513	1	C00954	
R12513	1	C00049	
R01873	1	C01359	
R01873	1	C00944	
R04618	1	C00010	
R04618	1	C05622	
R03279	1	C01147	
R03279	1	C00080	
R03279	1	C00004	
R02358	1	C11133	
R02358	1	C00015	
R11762	1	C21640	
R06348	1	C11856	
R10985	1	C00080	
R10985	1	C11822	
R10985	1	C00004	
R08506	1	C10822	
R12440	1	C22165	
R09850	1	C00112	
R09850	1	C00448	
R12387	1	C08946	
R12387	1	C00015	
R03177	1	C00080	
R03177	1	C01035	
R03177	1	C00004	
R09963	1	C00013	
R09963	1	C11382	
R08429	1	C12448	
R01855	1	C00013	
R01855	1	C00362	
R07559	1	C00001	
R07559	1	C06098	
R07559	2	C00139	
R09417	1	C19490	
R05871	1	C11677	
R06974	1	C00009	
R06974	1	C00008	
R06974	1	C04376	
R08672	3	C00001	
R08672	1	C00011	
R08672	2	C03161	
R08672	1	C17246	
R11008	2	C00001	
R11008	1	C01164	
R11008	1	C00006	
R00888	1	C00001	
R00888	1	C01222	
R01088	1	C00233	
R01088	1	C00080	
R01088	1	C00004	
R01088	1	C00014	
R05220	1	C06506	
R05220	1	C00536	
R07749	1	C16230	
R08301	1	C16570	
R09697	1	C00001	
R09697	1	C19823	
R07547	1	C15864	
R03001	1	C01180	
R03001	1	C00041	
R11097	2	C00001	
R11097	1	C08813	
R11097	1	C00006	
R02019	1	C00035	
R02019	1	C00342	
R03434	1	C00009	
R03434	1	C01245	
R02098	1	C01346	
R02098	1	C00008	
R08485	1	C06538	
R11743	1	C00011	
R11743	2	C00080	
R11743	2	C00138	
R11743	1	C21621	
R00565	1	C00077	
R00565	1	C00581	
R05269	1	C01327	
R05269	1	C06601	
R05269	1	C00127	
R09842	1	C00010	
R09842	1	C19971	
R10782	1	C00001	
R10782	1	C00877	
R01452	1	C00001	
R01452	1	C15992	
R01452	1	C00006	
R05351	1	C00024	
R05351	1	C00080	
R05351	1	C00004	
R01488	1	C00193	
R01488	1	C00080	
R01488	1	C00005	
R09803	1	C01750	
R09803	1	C00015	
R02194	1	C00013	
R02194	1	C00020	
R02194	1	C00406	
R10702	1	C00001	
R10702	1	C01845	
R10702	1	C00003	
R12083	1	C00001	
R12083	2	C00011	
R12083	1	C00042	
R12083	1	C21894	
R04610	1	C04910	
R04610	1	C00015	
R00193	1	C03431	
R00193	1	C00014	
R01217	1	C00440	
R01217	2	C00139	
R05631	1	C03272	
R05631	1	C00015	
R05700	1	C00080	
R05700	1	C01494	
R05700	1	C00004	
R11002	1	C00001	
R11002	1	C21019	
R11002	2	C00996	
R10282	1	C20484	
R11440	1	C20934	
R11440	1	C00009	
R03366	1	C00021	
R03366	1	C01494	
R05616	1	C00013	
R05616	1	C13425	
R04872	2	C00001	
R04872	1	C05557	
R08752	1	C17438	
R08752	1	C00013	
R09918	1	C20201	
R10205	1	C01151	
R04048	1	C06440	
R04048	1	C00027	
R00637	1	C00071	
R00637	1	C00027	
R00254	1	C00001	
R00254	1	C05829	
R02486	1	C00011	
R02486	1	C00042	
R02486	1	C00106	
R02486	1	C02674	
R10427	1	C20614	
R10427	1	C00015	
R03785	1	C03149	
R03785	1	C00008	
R11587	1	C00011	
R11587	1	C21452	
R11587	1	C21488	
R11179	1	C00030	
R11179	1	C19631	
R03953	2	C00001	
R03953	1	C02218	
R03953	1	C02465	
R11180	1	C00009	
R11180	1	C02067	
R06801	1	C00010	
R06801	1	C12642	
R12164	1	C21899	
R12164	2	C00080	
R12164	2	C00126	
R07532	1	C15892	
R02286	1	C01045	
R02286	1	C00014	
R11726	1	C00111	
R11726	1	C00011	
R11726	1	C00080	
R11726	1	C00004	
R10537	1	C00013	
R10537	1	C00144	
R10537	1	C04312	
R03910	1	C00010	
R03910	1	C02297	
R11103	1	C21097	
R11103	1	C21098	
R04876	1	C05568	
R04876	1	C00003	
R07777	1	C00001	
R07777	1	C03161	
R07777	1	C15567	
R07145	1	C00080	
R07145	1	C00247	
R07145	1	C00004	
R08009	1	C00001	
R08009	1	C16410	
R07321	1	C08584	
R12386	1	C20725	
R12386	1	C00015	
R10552	1	C00001	
R10552	1	C00011	
R10552	1	C20691	
R10552	1	C00073	
R10552	1	C05198	
R00557	4	C00001	
R00557	2	C00327	
R00557	3	C00006	
R00557	2	C00533	
R11050	1	C21075	
R11050	1	C00027	
R08349	1	C16610	
R08349	1	C00027	
R06549	1	C12139	
R10146	3	C00001	
R10146	1	C00283	
R10146	3	C00003	
R03437	1	C00010	
R03437	1	C04598	
R01068	1	C00111	
R01068	1	C00118	
R02556	1	C05512	
R02556	1	C00014	
R02642	1	C00619	
R02642	1	C00030	
R10192	1	C18195	
R10192	1	C18196	
R01518	1	C00197	
R01211	1	C00011	
R01211	1	C00141	
R01211	1	C00080	
R01211	1	C00004	
R09402	1	C00067	
R09402	1	C00011	
R09402	1	C00042	
R09402	1	C01516	
R03064	1	C00024	
R03064	1	C03112	
R06313	1	C00013	
R06313	1	C11890	
R08974	1	C00132	
R08974	1	C00011	
R08974	1	C18064	
R03195	1	C02469	
R03195	1	C00030	
R03195	6	C00080	
R09659	2	C00030	
R09659	1	C05432	
R06814	1	C12637	
R06814	1	C00015	
R11125	3	C00001	
R11125	5	C00011	
R11125	1	C20856	
R11125	6	C00010	
R11125	2	C00006	
R03673	1	C04185	
R12027	2	C00001	
R12027	1	C00016	
R12027	1	C21862	
R02858	1	C01457	
R02858	1	C00021	
R09495	1	C04076	
R09495	1	C00027	
R09495	1	C00025	
R08721	1	C17331	
R08721	1	C00080	
R08721	1	C00004	
R05609	1	C09809	
R00004	2	C00009	
R00164	1	C00009	
R00164	1	C00017	
R08640	1	C00010	
R08640	1	C17226	
R08790	2	C00001	
R08790	1	C17591	
R08790	1	C03161	
R01967	1	C00362	
R01967	1	C00008	
R01282	1	C05272	
R01282	1	C00030	
R02706	1	C00001	
R02706	1	C04257	
R01843	1	C00008	
R01843	1	C00447	
R04234	1	C03590	
R04234	1	C00025	
R11602	1	C00013	
R11602	1	C21495	
R10410	1	C13782	
R09617	1	C00013	
R09617	1	C19744	
R04714	1	C05317	
R04714	1	C00021	
R04714	1	C00080	
R04412	1	C02533	
R04412	1	C00080	
R04412	1	C00004	
R08205	1	C00001	
R08205	1	C00006	
R08205	1	C04676	
R03546	1	C00011	
R03546	1	C01563	
R08823	1	C08552	
R08823	1	C00031	
R02583	1	C00001	
R02583	1	C05953	
R03680	1	C04070	
R03680	1	C00015	
R07324	1	C04006	
R09588	1	C19694	
R09588	1	C00009	
R09588	1	C00008	
R03872	1	C06002	
R11474	1	C21353	
R11474	1	C00006	
R01850	1	C00010	
R01850	1	C01857	
R05885	1	C00021	
R05885	1	C00080	
R05885	1	C11675	
R06207	1	C00159	
R06207	1	G10532	(n)
R10851	1	C03508	
R10851	1	C00080	
R10851	1	C00005	
R02446	1	C06561	
R11253	1	C17695	
R01647	1	C06201	
R00084	1	C01024	
R00084	4	C00014	
R03626	1	C04717	
R06345	1	C11870	
R10502	1	C00011	
R10502	1	C00080	
R10502	1	C20327	
R10502	1	C00004	
R11819	1	C00001	
R11819	1	C03912	
R02172	1	C00396	
R02172	1	C00121	
R02172	1	C00080	
R08785	1	C00001	
R08785	1	C03161	
R08785	1	C17621	
R11170	1	C21152	
R11170	1	C00615	
R02132	1	C02892	
R02132	2	C00027	
R11372	1	C00013	
R11372	1	C18239	
R09351	1	C00363	
R09351	1	C18710	
R07944	1	C00010	
R07944	1	C16313	
R07266	1	C15550	
R07266	1	C00015	
R02587	1	C00009	
R02587	1	C00586	
R03303	1	C04642	
R06196	1	C06092	
R12100	1	C21902	
R12100	1	C00015	
R00699	1	C00011	
R00699	1	C05332	
R00698	1	C00011	
R00698	1	C02505	
R05145	1	C00020	
R05145	1	C06250	
R00539	1	C00060	
R00539	1	C00009	
R08620	1	C17212	
R03296	1	C03440	
R08659	2	C00001	
R08659	1	C00006	
R08659	1	C17238	
R09794	1	C00011	
R09794	1	C19907	
R12543	1	C20807	
R12543	1	C22239	
R11318	1	G05477	
R11318	1	G10620	
R03997	1	C00001	
R03997	1	C02933	
R03997	1	C00006	
R11951	1	C00001	
R11951	1	C03161	
R11951	1	C21796	
R06001	1	G00092	
R06001	1	C01132	
R10457	1	C00013	
R10457	1	C20630	
R11046	1	C21074	
R06753	1	C12463	
R11385	1	C00001	
R11385	1	C21331	
R11385	1	C00006	
R04980	1	C00001	
R04980	1	C05801	
R04980	1	C00006	
R11591	1	C00022	
R11591	1	C15603	
R09770	1	C00008	
R09770	1	C19879	
R12225	1	C22010	
R12225	1	C00001	
R12225	1	C03161	
R05803	1	C04637	
R05803	1	C00008	
R05765	1	C06308	
R05765	1	C00013	
R07356	1	C15601	
R07356	2	C00001	
R07356	1	C03161	
R08052	1	C16426	
R08052	1	C00013	
R08635	1	C00409	
R08635	1	C17234	
R08952	1	C00013	
R08952	1	C18053	
R00594	1	C03446	
R00594	1	C00021	
R07048	1	C00001	
R07048	1	C14771	
R07048	1	C00006	
R01433	1	C00001	
R01433	1	C02352	
R00172	1	C05336	
R02003	1	C00013	
R02003	1	C00448	
R04024	1	C00010	
R04024	1	C02709	
R01269	1	C00021	
R01269	1	C02918	
R10659	1	C00112	
R10659	1	C20764	
R11687	1	C00001	
R11687	1	C03161	
R11687	1	C21586	
R11012	2	C00001	
R11012	2	C00996	
R11012	1	C20997	
R11973	1	C21818	
R11973	4	C00001	
R11973	3	C03161	
R04275	1	C00008	
R04275	1	C04214	
R01429	1	C00080	
R01429	1	C02266	
R01429	1	C00004	
R12276	1	C10043	
R12276	2	C00001	
R12276	1	C03161	
R00507	1	C00054	
R00507	1	C00059	
R12239	1	C00021	
R12239	1	C00073	
R12239	1	C02869	
R12239	1	C05198	
R12239	1	C22028	
R01089	1	C02710	
R01089	1	C00010	
R09855	1	C20138	
R10289	1	C00033	
R10289	1	C20464	
R10289	1	C00006	
R11006	2	C00001	
R11006	1	C21023	
R11006	2	C00996	
R04071	1	C04422	
R04071	1	C00015	
R08447	1	C16707	
R10051	1	C20324	
R11919	1	C00073	
R11919	1	C05198	
R11919	1	C00009	
R11919	1	C00028	
R11919	1	C21764	
R11919	1	C00058	
R11919	1	C00014	
R11976	1	C00001	
R11976	1	C03161	
R11976	1	C21821	
R02718	1	C00013	
R02718	1	C00020	
R02718	1	C04260	
R11190	1	C20957	
R11190	1	C00047	
R02398	1	C00011	
R02398	1	C02224	
R12038	1	G11291	
R12038	1	G10620	
R09555	1	C00001	
R09555	1	C19684	
R09555	1	C00006	
R05970	1	G00002	
R05970	1	G10619	
R10766	1	C20837	
R00388	1	C00658	
R00388	1	C00027	
R03801	1	C06219	
R03801	1	C00031	
R07078	1	C14843	
R12378	4	C00001	
R12378	1	C22119	
R12378	6	C00996	
R01235	1	C00021	
R01235	1	C20791	
R03633	1	C01610	
R03633	1	C00021	
R06136	1	G00092	
R06136	1	C00124	
R06796	1	C00010	
R06796	1	C12625	
R09612	1	C00021	
R09612	1	C19739	
R04617	1	C00009	
R04617	1	C00008	
R04617	1	C04882	
R06467	1	C00001	
R06467	1	C11978	
R06467	1	C00006	
R03105	1	C00343	
R03105	1	C00022	
R03105	1	C00283	
R11141	1	C00011	
R11141	1	C21139	
R05273	1	C00080	
R05273	1	C00755	
R05273	1	C00007	
R05273	1	C00004	
R08993	1	C00013	
R08993	1	C09094	
R01338	1	C00161	
R01338	1	C00080	
R01338	1	C00005	
R11140	1	C01518	
R11140	(n-2)	C00663	
R10824	1	C00021	
R10824	1	C20872	
R05181	1	C06416	
R05181	1	C00021	
R07050	1	C00001	
R07050	1	C14770	
R07050	1	C00006	
R03255	1	C00069	
R03255	1	C01113	
R09032	1	C18022	
R09032	2	C00080	
R09032	2	C00138	
R10608	1	C20726	
R10608	1	C00253	
R10608	1	C00080	
R00808	1	C00030	
R00808	1	C05731	
R01443	1	C00030	
R01443	1	C01093	
R06699	1	C00001	
R06699	1	C12367	
R05859	1	C07201	
R02964	1	C05819	
R02964	1	C00003	
R08725	3	C00001	
R08725	2	C00006	
R08725	1	C17337	
R04178	1	C05770	
R04178	3	C00027	
R05368	1	C01327	
R05368	1	C06612	
R05724	2	C00244	
R05724	1	C00003	
R09703	1	C15867	
R09703	5	C00030	
R12540	1	C00082	
R12540	1	C22239	
R03572	1	C01471	
R03572	1	C00080	
R03572	1	C00005	
R03251	1	C00080	
R03251	1	C01111	
R03251	1	C00004	
R06772	1	C05080	
R06772	1	C00009	
R06791	1	C05593	
R11411	1	C21373	
R11411	1	C00051	
R08898	1	C00013	
R08898	1	C18004	
R09936	1	C20231	
R09936	1	C00061	
R08708	1	C17326	
R00934	1	C06027	
R01184	1	C00001	
R01184	1	C00191	
R02437	1	C00861	
R04919	1	C05989	
R04919	1	C00080	
R04919	1	C00005	
R11455	1	C00001	
R11455	1	C21397	
R11455	1	C00061	
R11455	1	C00048	
R12353	1	C00013	
R12353	1	C22101	
R12353	1	C00020	
R03300	1	C01161	
R03300	1	C00080	
R03300	1	C00004	
R11100	1	C20904	
R05278	1	C06675	
R11263	1	C00001	
R11263	1	C21250	
R01210	1	C00011	
R01210	1	C00080	
R01210	1	C00004	
R01210	1	C00630	
R01766	1	C00261	
R01766	1	C00037	
R06961	1	C08586	
R08208	2	C00080	
R08208	1	C03684	
R08208	2	C00005	
R00784	1	C00088	
R00784	1	C00080	
R00784	1	C01000	
R10257	1	C00015	
R10257	1	C20468	
R09119	1	C00013	
R09119	1	C18226	
R04055	1	C00165	
R04055	1	C03587	
R05229	1	C06565	
R05229	1	C00007	
R05229	1	C00026	
R10396	1	C16600	
R01714	1	C00251	
R01714	1	C00009	
R02205	1	C00450	
R02205	1	C01352	
R11646	3	C00001	
R11646	1	C00011	
R11646	2	C03161	
R11646	1	C21535	
R08851	1	C00001	
R08851	1	C00006	
R08851	1	C17953	
R05817	4	C00139	
R05817	1	C05786	
R05804	1	C00020	
R05804	1	C00092	
R09083	1	C00001	
R09083	1	C00279	
R09083	1	C03114	
R02681	1	C00954	
R02681	1	C00027	
R09743	1	C00001	
R09743	1	C01054	
R11139	1	C18092	
R03298	1	C00009	
R03298	1	C00008	
R03298	1	C06189	
R09206	1	C18277	
R00032	2	C00376	
R12446	1	C00001	
R12446	1	C22167	
R12446	1	C03161	
R07691	1	C16214	
R05767	1	C00092	
R05767	1	C00663	
R02209	1	C00080	
R02209	1	C00005	
R02209	1	C00410	
R11922	1	C00013	
R11922	1	C00020	
R11922	1	C21506	
R07664	1	C02137	
R07664	1	C01847	
R08418	1	C10773	
R03217	1	C00033	
R03217	1	C02291	
R07354	1	C05649	
R07354	1	C00080	
R07354	1	C00004	
R07474	1	C00001	
R07474	1	C15802	
R07474	1	C00006	
R10745	1	C00010	
R10745	1	C17377	
R05252	1	C00001	
R05252	1	C06648	
R05392	1	C07095	
R01570	1	C00178	
R01570	1	C00672	
R09777	1	C00009	
R09777	1	C19888	
R09777	1	C00006	
R07398	1	C15658	
R07398	1	C00416	
R12182	1	C00001	
R12182	1	C03161	
R12182	1	C20789	
R05365	1	C00596	
R05365	1	C00108	
R01634	1	C00011	
R01634	1	C00230	
R01867	1	C00295	
R01867	1	C00042	
R01590	1	C05956	
R09928	1	C20223	
R09928	1	C00080	
R09928	1	C00005	
R12468	5	C00001	
R12468	7	C00011	
R12468	8	C00010	
R12468	1	C22179	
R12468	6	C00006	
R05379	1	C00001	
R05379	1	C01998	
R01203	1	C01133	
R01203	1	C00027	
R11285	1	C21263	
R11285	1	C00025	
R08251	1	C05361	
R08251	1	C07446	
R09247	4	C00013	
R09247	1	C04216	
R09327	1	C00001	
R09327	1	C12416	
R08803	1	C17746	
R08803	1	C00021	
R03189	1	C00101	
R03189	1	C01045	
R11417	1	C00363	
R11417	1	C21338	
R12244	1	G13095	
R12244	1	G10619	
R10809	2	C00159	
R05536	1	C01407	
R05536	2	C00698	
R07618	1	C00080	
R07618	1	C15972	
R07618	1	C00004	
R00187	1	C00020	
R00187	1	C00008	
R07739	1	C00006	
R07739	1	C16225	
R03948	1	C00021	
R03948	1	C05772	
R03948	1	C00080	
R06223	2	C00013	
R06223	1	C00006	
R06223	1	C00751	
R06577	1	C02325	
R06577	1	C00021	
R12077	1	C00363	
R12077	1	G13119	
R12488	1	C00001	
R12488	1	C00223	
R00909	1	C00033	
R00909	1	C00099	
R01563	1	C00011	
R01563	1	C00213	
R01563	1	C00014	
R09790	1	C00001	
R09790	1	C19795	
R10680	1	C00021	
R10680	1	C20770	
R02515	1	C00001	
R02515	1	C00544	
R02515	1	C00003	
R03959	1	C02480	
R10296	1	C20495	
R10296	1	C06672	
R01398	1	C00009	
R01398	1	C00327	
R03611	1	C05443	
R03611	1	C00007	
R03611	1	C03024	
R04440	1	C04181	
R04440	1	C00080	
R04440	1	C00005	
R06279	1	C00054	
R06279	1	G11122	
R04341	1	C03904	
R04341	1	C00014	
R11945	1	C00390	
R11945	5	C00080	
R11945	1	C00003	
R10934	1	C00011	
R10934	1	C20953	
R10947	1	C00222	
R10947	1	C00010	
R06413	1	C11948	
R06413	1	C00080	
R06413	1	C00004	
R08361	1	C03170	
R08361	1	C16663	
R06418	1	C09893	
R06037	1	G00088	
R06037	1	G10621	
R09473	2	C00924	
R09473	1	C01020	
R09473	2	C00080	
R00009	2	C00001	
R00009	1	C00007	
R02056	1	C00021	
R02056	1	C01241	
