step;reactionNumber;koNumber;ecNumber;compNumber;glycanNumber
1;[R00158];[K00945, K09903, K13799, K13800, K13809];[2.7.4.14, 2.7.4.22, 2.7.4.4];[C00002, C00008, C00015, C00105];[]
2;[R00156];[K00940, K18533];[2.7.4.6];[C00002, C00008, C00015, C00075];[]
3;[R00571];[K01937];[6.3.4.2];[C00002, C00008, C00009, C00014, C00063, C00075];[]
4;[R00573];[K01937];[6.3.4.2];[C00001, C00002, C00008, C00009, C00025, C00063, C00064, C00075];[]
5;[R00570];[K00940, K18533];[2.7.4.6];[C00002, C00008, C00063, C00112];[]
