step;reactionNumber;koNumber;ecNumber;compNumber;glycanNumber
1;[R00985];[K01656, K01657, K01658, K13497, K13501, K13503];[4.1.3.27];[C00001, C00014, C00022, C00108, C00251];[]
2;[R00986];[K01656, K01657, K01658, K13497, K13501, K13503];[4.1.3.27];[C00022, C00025, C00064, C00108, C00251];[]
3;[R01073];[K00766, K13497];[2.4.2.18];[C00013, C00108, C00119, C04302];[]
4;[R03509];[K01817, K13498, K13501, K24017];[5.3.1.24];[C01302, C04302];[]
5;[R03508];[K01609, K01656, K13498, K13501];[4.1.1.48];[C00001, C00011, C01302, C03506];[]
6;[R02722];[K01694, K01695, K01696, K06001];[4.2.1.20];[C00001, C00065, C00078, C00118, C03506];[]
