step;reactionNumber;koNumber;ecNumber;compNumber;glycanNumber
1;[R00238];[K00626, K00632, K07508, K07509, K07513];[2.3.1.16, 2.3.1.9];[C00010, C00024, C00332];[]
2;[R01978];[K01641];[2.3.3.10];[C00001, C00010, C00024, C00332, C00356];[]
3;[R02082];[K00021];[1.1.1.34];[C00005, C00006, C00010, C00080, C00356, C00418];[]
4;[R02245];[K00869];[2.7.1.36];[C00002, C00008, C00418, C01107];[]
5;[R03245];[K00938, K13273];[2.7.4.2];[C00002, C00008, C01107, C01143];[]
6;[R01121];[K01597];[4.1.1.33];[C00002, C00008, C00009, C00011, C00129, C01143];[]
7;[R01123];[K01823];[5.3.3.2];[C00129, C00235];[]
