step;reactionNumber;koNumber;ecNumber;compNumber;glycanNumber
1;[R00731];[K00505];[1.14.18.1];[C00001, C00007, C00082, C00355];[]
2;[R01815];[K00501];[1.14.16.2];[C00001, C00007, C00082, C00268, C00272, C00355];[]
3;[R02080];[K01592, K01593];[4.1.1.25, 4.1.1.28];[C00011, C00355, C03758];[]
4;[R02535];[K00503];[1.14.17.1];[C00001, C00007, C00072, C00547, C01041, C03758];[]
5;[R02533];[K00553];[2.1.1.28];[C00019, C00021, C00547, C00788];[]
