step;reactionNumber;koNumber;ecNumber;compNumber;glycanNumber
1;[R07934];[K00232];[1.3.3.6];[C00007, C00027, C16168, C16374];[]
2;[R07935];[K12405];[4.2.1.119];[C00001, C16374, C16375];[]
3;[R07936];[K12405];[];[C00003, C00004, C00080, C16375, C16376];[]
4;[R07937];[K07513, K08764];[2.3.1.16, 2.3.1.176];[C00010, C00024, C16169, C16376];[]
5;[R07950];[K00232];[1.3.3.6];[C00007, C00027, C16172, C16387];[]
6;[R07951];[K12405];[4.2.1.119];[C00001, C16387, C16388];[]
7;[R07952];[K12405];[];[C00003, C00004, C00080, C16388, C16389];[]
8;[R07953];[K07513, K08764];[2.3.1.16, 2.3.1.176];[C00010, C00024, C16173, C16389];[]
