step;reactionNumber;koNumber;ecNumber;compNumber;glycanNumber
1;[R06448];[K15988];[];[C00001, C00005, C00006, C00010, C00011, C00080, C00083, C02557, C12000, C18026];[]
2;[R06450];[K15989, K15990];[2.4.1.316];[C00363, C11933, C12000, C12001];[]
3;[R06449];[K15992];[];[C00001, C00005, C00006, C00007, C00080, C12001, C20760];[]
4;[R10656];[K15991];[1.14.15.34];[C00001, C00007, C00080, C00138, C00139, C12002, C20760];[]
5;[R06451];[K15993];[2.4.1.317];[C00363, C11912, C12002, C12003];[]
6;[R06452];[K15994];[2.4.1.318];[C00363, C02400, C11916, C12003];[]
7;[R02859];[K15995];[2.1.1.102];[C00019, C00021, C00744, C02400];[]
8;[R02858];[K15996];[2.1.1.101];[C00019, C00021, C00744, C01457];[]
