step;reactionNumber;koNumber;ecNumber;compNumber;glycanNumber
1;[R01530];[K02467, K06041];[5.3.1.13];[C00199, C01112];[]
2;[R03254];[K01627];[2.5.1.55];[C00001, C00009, C00074, C01112, C04478];[]
3;[R03350];[K03270];[3.1.3.45];[C00001, C00009, C01187, C04478];[]
4;[R03351];[K00979];[2.7.7.38];[C00013, C00063, C01187, C04121];[]
