step;reactionNumber;koNumber;ecNumber;compNumber;glycanNumber
1;[R01468];[K00894, K14156];[2.7.1.82];[C00002, C00008, C00189, C00346];[]
2;[R02038];[K00967];[2.7.7.14];[C00013, C00063, C00346, C00570];[]
3;[R02057];[K00993, K13644];[2.7.8.1];[C00055, C00350, C00570, C00641];[]
