step;reactionNumber;koNumber;ecNumber;compNumber;glycanNumber
1;[R07805];[];[3.2.1.103];[C00001, C00573, C00573];[G01945]
2;[R07806];[K01132];[3.1.6.4];[C00001, C00059];[G01945, G01977]
3;[R07807];[K12309];[3.2.1.23];[C00001, C00124];[G01977, G13073]
4;[R07808];[K01137];[3.1.6.14];[C00001, C00059];[G13073, G13074]
5;[R07809];[K12373];[3.2.1.52];[C00001, C00140];[G01391, G13074]
6;[R07810];[K12373];[3.2.1.52];[C00001, C04132];[G01391, G13073]
