step;reactionNumber;koNumber;ecNumber;compNumber;glycanNumber
1;[R00918];[K10817];[2.3.1.94];[C00001, C00005, C00006, C00010, C00011, C00080, C00100, C00683, C03240];[]
2;[R05270];[K14366];[1.14.15.35];[C00001, C00007, C00080, C00138, C00139, C03240, C06635];[]
3;[R05530];[K14367];[2.4.1.328];[C00363, C06630, C06635, C11916];[]
4;[R05531];[K14368, K15997];[2.4.1.278];[C00363, C06630, C06633, C11911];[]
5;[R05522];[K14370];[1.14.13.154];[C00001, C00005, C00006, C00007, C00080, C06616, C06633];[]
6;[R05520];[K14369];[2.1.1.254];[C00019, C00021, C01912, C06616];[]
7;[R05532];[K14369];[2.1.1.254];[C00019, C00021, C06633, C06653];[]
