step;reactionNumber;koNumber;ecNumber;compNumber;glycanNumber
1;[R05518];[K16435];[4.2.1.159];[C00001, C06620, C11907];[]
2;[R05526];[K13327];[1.1.1.384];[C00005, C00006, C00080, C06620, C11922];[]
3;[R08597];[K19858];[];[C11922, C11927];[]
4;[R06434];[K13319];[];[C00005, C00006, C00080, C11920, C11927];[]
