step;reactionNumber;koNumber;ecNumber;compNumber;glycanNumber
1;[R09227];[K18251, K18252, K18253, K18254];[];[C00003, C00004, C00007, C00080, C01606, C18314];[]
2;[R09228];[K18255];[];[C00003, C00004, C00080, C03223, C18314];[]
3;[R01634];[K18256];[4.1.1.69];[C00011, C00230, C03223];[]
