step;reactionNumber;koNumber;ecNumber;compNumber;glycanNumber
1;[R00261];[K01580];[4.1.1.15];[C00011, C00025, C00334];[]
2;[R01648];[K00823, K07250, K13524, K14268];[2.6.1.19];[C00025, C00026, C00232, C00334];[]
3;[R10178];[K16871];[2.6.1.96];[C00022, C00041, C00232, C00334];[]
4;[R00713];[K00135, K00139, K08324, K17761];[1.2.1.16, 1.2.1.24];[C00001, C00003, C00004, C00042, C00080, C00232];[]
5;[R00714];[K00135, K08324];[1.2.1.16, 1.2.1.79];[C00001, C00005, C00006, C00042, C00080, C00232];[]
