step;reactionNumber;koNumber;ecNumber;compNumber;glycanNumber
1;[R07658];[K10011];[1.1.1.305];[C00003, C00004, C00011, C00080, C00167, C16155];[]
2;[R07659];[K07806];[2.6.1.87];[C00025, C00026, C16153, C16155];[]
3;[R07660];[K10011];[2.1.2.13];[C00101, C00234, C16153, C16154];[]
4;[R07661];[K10012];[2.4.2.53];[C00015, C16154, C16156, C17556];[]
5;[R07662];[K13014];[];[C00001, C00058, C16156, C16157];[]
