step;reactionNumber;koNumber;ecNumber;compNumber;glycanNumber
1;[R03429];[K00913, K01765];[2.7.1.159];[C00002, C00008, C01243, C04477];[]
2;[R03478];[K00915];[2.7.1.140];[C00002, C00008, C01284, C04477];[]
3;[R05202];[K10572, K19786];[2.7.1.158];[C00002, C00008, C01204, C01284];[]
