step;reactionNumber;koNumber;ecNumber;compNumber;glycanNumber
1;[R03430];[K01106];[3.1.3.56];[C00001, C00009, C01243, C01272];[]
2;[R03427];[K01107, K15422];[3.1.3.57];[C00001, C00009, C01243, C04063];[]
3;[R04372];[K01109];[3.1.3.66];[C00001, C00009, C04006, C04063];[]
4;[R01187];[K01092, K10047, K15759, K18649];[3.1.3.25];[C00001, C00009, C00137, C04006];[]
