step;reactionNumber;koNumber;ecNumber;compNumber;glycanNumber
1;[R00239];[K00931, K12657];[2.7.2.11];[C00002, C00008, C00025, C03287];[]
2;[R03313];[K00147, K12657];[1.2.1.41];[C00005, C00006, C00009, C00080, C01165, C03287];[]
3;[R03314];[];[];[C00001, C01165, C03912];[]
4;[R01251];[K00286];[1.5.1.2];[C00005, C00006, C00080, C00148, C03912];[]
