step;reactionNumber;koNumber;ecNumber;compNumber;glycanNumber
1;[R06453];[K16007];[];[C00001, C00005, C00006, C00010, C00011, C00080, C00083, C02557, C11989];[]
2;[R06454];[K16008];[];[C00001, C00005, C00006, C00007, C00080, C11989, C11990];[]
3;[R06455];[K16009];[];[C00363, C11920, C11990, C11991];[]
4;[R06456];[K13320];[2.1.1.239];[C00019, C00021, C11991, C11992];[]
5;[R06457];[K16010];[];[C00363, C01946, C11911, C11992];[]
