step;reactionNumber;koNumber;ecNumber;compNumber;glycanNumber
1;[R07414];[K09470];[6.3.1.11];[C00002, C00008, C00009, C00025, C00134, C15699];[]
2;[R07415];[K09471];[];[C00001, C00007, C00014, C00027, C15699, C15700];[]
3;[R07417];[K09472];[1.2.1.99];[C00001, C00003, C00004, C00080, C15700, C15767];[]
4;[R07418];[K09472];[1.2.1.99];[C00001, C00005, C00006, C00080, C15700, C15767];[]
5;[R07419];[K09473];[3.5.1.94];[C00001, C00025, C00334, C15767];[]
