step;reactionNumber;koNumber;ecNumber;compNumber;glycanNumber
1;[R01786];[K00844, K00845, K12407];[2.7.1.1, 2.7.1.2];[C00002, C00008, C00267, C00668];[]
2;[R02189];[K00886];[2.7.1.63];[C00267, C00404, C00404, C00668];[]
3;[R00959];[K01835, K15778, K15779];[5.4.2.2, 5.4.2.5];[C00103, C00668];[]
4;[R00289];[K00963, K12447, K22920];[2.7.7.64, 2.7.7.9];[C00013, C00029, C00075, C00103];[]
