step;reactionNumber;koNumber;ecNumber;compNumber;glycanNumber
1;[R05971];[K03766];[2.4.1.206];[];[G00036, G00092, G10610, G10619]
2;[R05977];[K07966, K07967, K07968, K07969];[2.4.1.275];[];[G00036, G00050, G10609, G10619]
