step;reactionNumber;koNumber;ecNumber;compNumber;glycanNumber
1;[R00271];[K01655, K02594, K10977];[2.3.3.14];[C00001, C00010, C00024, C00026, C01251];[]
2;[R03444];[K16792, K16793, K17450];[4.2.1.114];[C00001, C01251, C04002];[]
3;[R04371];[K01705, K16792, K16793];[4.2.1.114, 4.2.1.36];[C00001, C04002, C05662];[]
4;[R09720];[K16792, K16793];[4.2.1.114];[C01251, C05662];[]
5;[R01934];[K05824, K10978, K17753];[1.1.1.286, 1.1.1.87];[C00003, C00004, C00011, C00080, C00322, C05662];[]
