step;reactionNumber;koNumber;ecNumber;compNumber;glycanNumber
1;[R05984];[K01231];[3.2.1.114];[C00001, C00936];[G00013, G00014]
2;[R05985];[K00736];[2.4.1.143];[];[G00014, G00015, G10610, G10619]
3;[R05986];[K00737];[2.4.1.144];[];[G00015, G00019, G10610, G10619]
4;[R05987];[K00738];[2.4.1.145];[];[G00015, G00020, G10610, G10619]
5;[R05991];[K00744, K09661];[2.4.1.155];[];[G00020, G00021, G10610, G10619]
6;[R05992];[K13748];[2.4.1.201];[];[G00021, G00022, G10610, G10619]
7;[R05988];[K00717];[2.4.1.68];[];[G00015, G00016, G10615, G10620]
8;[R05989];[K07966, K07967, K07968];[2.4.1.38];[];[G00016, G00017, G10609, G10619]
9;[R05990];[K00778];[2.4.99.1];[];[G00017, G00018, G10616, G10621]
