step;reactionNumber;koNumber;ecNumber;compNumber;glycanNumber
1;[R07445];[K09587];[];[C00001, C00005, C00006, C00007, C01789, C15795];[]
2;[R07446];[K09588];[];[C15795, C15796];[]
3;[R07447];[K09591];[1.3.1.22];[C00005, C00006, C00080, C15796, C15797];[]
4;[R07791];[K12637, K12638];[1.14.14.147];[C00001, C00007, C03024, C03161, C15797, C15800];[]
5;[R07473];[];[];[C15800, C15801];[]
6;[R07474];[K20623];[];[C00001, C00005, C00006, C00007, C00080, C15801, C15802];[]
7;[R07450];[K09590, K12640];[];[C00001, C00007, C03024, C03161, C15802, C15803];[]
8;[R07451];[K09590, K12640];[];[C00001, C00007, C03024, C03161, C15794, C15803];[]
