step;reactionNumber;koNumber;ecNumber;compNumber;glycanNumber
1;[R02305];[K12250];[4.2.3.7];[C00013, C00448, C01841];[]
2;[R09814];[K15907];[1.14.15.32];[C00001, C00007, C00080, C00138, C00139, C01841, C19939];[]
3;[R11315];[];[];[C19939, C20404];[]
4;[R10157];[K18056];[1.14.11.35];[C00007, C00011, C00026, C00042, C20403, C20404];[]
5;[R10156];[K17747];[1.1.1.340];[C00003, C00004, C00080, C20400, C20403];[]
6;[R10154];[K18091];[1.14.13.170];[C00001, C00005, C00006, C00007, C00080, C20399, C20400];[]
7;[R10145];[K18057];[1.14.11.36];[C00001, C00007, C00011, C00026, C00042, C20397, C20399];[]
8;[R10162];[K17476];[1.14.19.8];[C00001, C00007, C00080, C00138, C00139, C20397, C20407];[]
