step;reactionNumber;koNumber;ecNumber;compNumber;glycanNumber
1;[R00345];[K01595];[4.1.1.31];[C00001, C00009, C00011, C00036, C00074];[]
2;[R00343];[K00051];[1.1.1.299, 1.1.1.82];[C00005, C00006, C00036, C00080, C00149];[]
3;[R00216];[K00029];[1.1.1.40];[C00005, C00006, C00011, C00022, C00080, C00149];[]
4;[R00206];[K01006];[2.7.9.1];[C00002, C00009, C00013, C00020, C00022, C00074];[]
