step;reactionNumber;koNumber;ecNumber;compNumber;glycanNumber
1;[R03783];[K00512];[1.14.14.19];[C00001, C00007, C01953, C03024, C03161, C05138];[]
2;[R08517];[K00512];[1.14.14.32];[C00001, C00007, C00033, C01227, C03024, C03161, C05138];[]
3;[R01837];[K00070];[1.1.1.145, 5.3.3.1];[C00003, C00004, C00080, C00280, C01227];[]
4;[R01840];[K07434];[1.14.14.14];[C00001, C00007, C00280, C03024, C03161, C05290];[]
5;[R04759];[K07434];[1.14.14.14];[C00001, C00007, C03024, C03161, C05290, C05297];[]
6;[R02351];[K07434];[1.14.14.14];[C00001, C00007, C00058, C00468, C03024, C03161, C05297];[]
