step;reactionNumber;koNumber;ecNumber;compNumber;glycanNumber
1;[R01500];[K04628];[2.4.1.47];[C00015, C00052, C00195, C02686];[]
2;[R04017];[K01019];[2.8.2.11];[C00053, C00054, C02686, C06125];[]
3;[R10804];[K04628];[2.4.1.47];[C00015, C00052, C03201, C20859];[]
4;[R10805];[K01019];[2.8.2.11];[C00053, C00054, C20825, C20859];[]
