step;reactionNumber;koNumber;ecNumber;compNumber;glycanNumber
1;[R01290];[K01697, K10150];[4.2.1.22];[C00001, C00065, C00155, C02291];[]
2;[R01001];[K01758, K17217];[4.4.1.1];[C00001, C00014, C00097, C00109, C02291];[]
