step;reactionNumber;koNumber;ecNumber;compNumber;glycanNumber
1;[R10880];[K05375, K19102, K19103];[];[C00001, C00002, C00013, C00020, C00062, C00065, C12323, C17355, C20910];[]
2;[R10881];[K19104];[2.5.1.38];[C00019, C00170, C17352, C17355];[]
3;[R10883];[K19105];[5.1.1.14];[C17351, C17352];[]
4;[R10882];[K19106];[];[C00001, C00005, C00006, C00007, C00080, C01941, C17351];[]
5;[R10903];[];[];[C01739, C17355];[]
6;[R03072];[K19104];[2.5.1.38];[C00019, C00170, C00927, C01739];[]
7;[R03073];[K19105];[5.1.1.14];[C00927, C01941];[]
