step;reactionNumber;koNumber;ecNumber;compNumber;glycanNumber
1;[R05266];[K10616, K18293];[1.14.15.25];[C00001, C00007, C00080, C00138, C00139, C06575, C06576];[]
2;[R05232];[K10617];[];[C00003, C00004, C00080, C06576, C06577];[]
3;[R05235];[K10618];[1.2.1.29];[C00001, C00003, C00004, C00080, C06577, C06578];[]
