step;reactionNumber;koNumber;ecNumber;compNumber;glycanNumber
1;[R10934];[K19546];[4.1.1.100];[C00011, C00254, C20953];[]
2;[R11065];[K19547];[5.3.3.19];[C20953, C21085];[]
3;[R11066];[];[];[C21085, C21086];[]
4;[R11067];[K19550];[];[C00003, C00004, C00080, C21086, C21087];[]
5;[R11068];[K19549];[];[C00079, C00166, C20940, C21087];[]
6;[R10917];[K19548];[1.1.1.385];[C00003, C00004, C00080, C20940, C20941];[]
7;[R11064];[K13037];[6.3.2.49];[C00002, C00008, C00009, C00041, C20941, C20942];[]
