step;reactionNumber;koNumber;ecNumber;compNumber;glycanNumber
1;[R02736];[K00036, K13937];[1.1.1.363, 1.1.1.49];[C00005, C00006, C00080, C01172, C01236];[]
2;[R10907];[K00036, K19243];[1.1.1.363, 1.1.1.388];[C00003, C00004, C00080, C01172, C01236];[]
3;[R02035];[K01057, K07404, K13937];[3.1.1.31];[C00001, C00345, C01236];[]
4;[R01528];[K00033];[1.1.1.351, 1.1.1.44];[C00005, C00006, C00011, C00080, C00199, C00345];[]
5;[R10221];[K00033];[1.1.1.343, 1.1.1.351];[C00003, C00004, C00011, C00080, C00199, C00345];[]
