step;reactionNumber;koNumber;ecNumber;compNumber;glycanNumber
1;[R05247];[K10619, K16303, K16304, K18227];[1.14.12.25];[C00003, C00004, C00007, C00080, C06578, C06579];[]
2;[R05240];[K10620];[1.3.1.58];[C00003, C00004, C00080, C06579, C06580];[]
3;[R05248];[K10621];[];[C00007, C06580, C06581];[]
4;[R05377];[K10622];[];[C00011, C06581, C06582];[]
5;[R05364];[K10623];[];[C00001, C00596, C02632, C06582];[]
