step;reactionNumber;koNumber;ecNumber;compNumber;glycanNumber
1;[R12201];[K12977];[];[C00001, C00009, C21988, C21994];[]
2;[R12202];[K03760];[2.7.8.43];[C00165, C00350, C21994, C21995];[]
3;[R12219];[K23082, K23083];[3.2.1.144];[C00001, C01187, C21995, C21996];[]
4;[R12203];[K23159];[];[C00001, C00009, C21996, C21997];[]
5;[R12204];[K09953];[];[C00001, C21997, C21998, C22026];[]
