step;reactionNumber;koNumber;ecNumber;compNumber;glycanNumber
1;[R06459];[K16000, K16001, K16002, K16003];[2.3.1.240];[C00001, C00005, C00006, C00010, C00011, C00080, C00083, C00683, C11997];[]
2;[R06461];[K16004, K16005];[2.4.1.277];[C00363, C11911, C11997, C11998];[]
3;[R06464];[K16006];[1.14.15.33];[C00001, C00007, C00080, C00138, C00139, C11998, C11999];[]
4;[R06458];[K16000, K16001, K16002];[2.3.1.239];[C00001, C00005, C00006, C00010, C00011, C00080, C00083, C00683, C11993];[]
5;[R06460];[K16004, K16005];[2.4.1.277];[C00363, C11911, C11993, C11994];[]
6;[R06463];[K16006];[1.14.15.33];[C00001, C00007, C00080, C00138, C00139, C11994, C11996];[]
