step;reactionNumber;koNumber;ecNumber;compNumber;glycanNumber
1;[R01799];[K00981];[2.7.7.41];[C00013, C00063, C00269, C00416];[]
2;[R01800];[K00998, K17103];[2.7.8.8];[C00055, C00065, C00269, C02737];[]
3;[R02055];[K01613];[4.1.1.65];[C00011, C00350, C02737];[]
