step;reactionNumber;koNumber;ecNumber;compNumber;glycanNumber
1;[R01830];[K00615];[2.2.1.1];[C00118, C00231, C00279, C05345];[]
2;[R01827];[K00616, K13810];[2.2.1.2];[C00118, C00279, C05345, C05382];[]
3;[R01641];[K00615];[2.2.1.1];[C00117, C00118, C00231, C05382];[]
4;[R01529];[K01783];[5.1.3.1];[C00199, C00231];[]
5;[R01056];[K01807, K01808];[5.3.1.6];[C00117, C00199];[]
