step;reactionNumber;koNumber;ecNumber;compNumber;glycanNumber
1;[R10929];[K19412];[];[C00002, C00008, C00009, C00025, C19885, C20948];[]
2;[R10930];[K05828];[];[C00002, C00008, C20948, C20949];[]
3;[R10931];[K05829];[];[C00005, C00006, C00009, C00080, C20949, C20950];[]
4;[R10932];[K05830];[];[C00025, C00026, C20950, C20951];[]
5;[R10933];[K05831];[3.5.1.132];[C00001, C00077, C19885, C20951];[]
