step;reactionNumber;koNumber;ecNumber;compNumber;glycanNumber
1;[R00678];[K00453, K00463];[1.13.11.11, 1.13.11.52];[C00007, C00078, C02700];[]
2;[R01959];[K01432, K07130, K14263];[3.5.1.9];[C00001, C00058, C00328, C02700];[]
3;[R01960];[K00486];[1.14.13.9];[C00001, C00005, C00006, C00007, C00080, C00328, C03227];[]
4;[R02668];[K01556];[3.7.1.3];[C00001, C00041, C00632, C03227];[]
5;[R02665];[K00452];[1.13.11.6];[C00007, C00632, C04409];[]
6;[R04323];[K03392];[4.1.1.45];[C00011, C03824, C04409];[]
7;[R03889];[K10217, K23234];[1.2.1.32];[C00001, C00003, C00004, C00080, C02220, C03824];[]
